Inventory_ID,Product_ID,Warehouse_ID,Stock_Date,Opening_Stock,Received_Qty,Sold_Qty,Closing_Stock,Reorder_Level,Safety_Stock
INV006624,P1097,W002,25-Jul-2025,70,214,284,0,20,8
INV006625,P1380,W004,12-Jun-2025,327,35,362,0,85,21
INV006626,P1394,W016,31-Dec-2025,621,104,398,327,129,68
INV006627,P1084,W009,13-Apr-2025,1622,618,1006,1234,45,18
INV006628,P1184,W008,29-Mar-2025,827,132,522,437,294,129
INV006629,P1398,W020,15-Apr-2025,894,876,715,1055,162,87
INV006630,P1884,W008,21-Dec-2025,815,208,256,767,201,43
INV006631,P1407,W020,02-Jun-2025,1377,317,321,1373,190,88
INV006632,P1553,W003,25-Aug-2025,1545,527,961,1111,275,142
INV006633,P1302,W014,18-Sep-2025,1189,822,36,1975,163,82
INV006634,P1219,W014,24-Oct-2025,228,250,478,0,210,109
INV006635,P1173,W014,22-Jul-2025,1604,413,707,1310,189,89
INV006636,P1093,W008,22-Mar-2025,1315,980,1116,1179,202,82
INV006637,P1072,W013,23-Jul-2025,150,727,877,0,62,34
INV006638,P1421,W002,02-Dec-2025,935,305,179,1061,60,13
INV006639,P1568,W007,29-Dec-2025,1368,409,856,921,177,78
INV006640,P1097,W019,29-Jun-2025,1915,174,378,1711,243,126
INV006641,P1902,W001,21-Jan-2025,75,166,241,0,113,37
INV006642,P1486,W005,20-May-2025,1329,296,1111,514,43,24
INV006643,P1876,W009,29-Jul-2025,1280,461,436,1305,62,14
INV006644,P1729,W001,21-Aug-2025,406,887,788,505,47,13
INV006645,P1418,W006,08-Nov-2025,309,803,938,174,215,79
INV006646,P1311,W007,17-Feb-2025,1491,39,316,1214,128,27
INV006647,P1272,W020,30-Apr-2025,326,527,237,616,144,31
INV006648,P1168,W014,05-May-2025,971,243,952,262,233,93
INV006649,P1502,W020,26-Sep-2025,1084,285,616,753,81,38
INV006650,P1362,W019,24-Jan-2025,236,130,366,0,93,35
INV006651,P1495,W006,26-May-2025,1251,75,1070,256,257,56
INV006652,P1167,W019,21-Jun-2025,623,795,186,1232,216,59
INV006653,P1681,W012,08-Sep-2025,1343,11,136,1218,171,67
INV006654,P1844,W009,20-Jan-2025,85,499,584,0,160,55
INV006655,P1559,W018,04-Nov-2025,851,848,881,818,41,11
INV006656,P1097,W008,05-Feb-2025,386,134,358,162,222,61
INV006657,P1157,W017,31-Dec-2025,1681,642,58,2265,289,123
INV006658,P1741,W001,24-Dec-2025,1478,667,810,1335,141,54
INV006659,P1312,W019,20-Nov-2025,827,941,871,897,185,68
INV006660,P1334,W011,14-Jul-2025,555,672,243,984,167,89
INV006661,P1963,W011,12-Mar-2025,422,464,66,820,145,42
INV006662,P1729,W017,29-Jun-2025,1624,64,733,955,290,61
INV006663,P1437,W008,19-Jul-2025,1791,858,779,1870,212,45
INV006664,P1771,W015,12-Jun-2025,1729,719,334,2114,49,24
INV006665,P1279,W008,13-Feb-2025,1427,457,1191,693,146,83
INV006666,P1136,W016,25-May-2025,1338,537,657,1218,273,118
INV006667,P1469,W006,10-Apr-2025,70,232,302,0,96,38
INV006668,P1757,W006,25-Aug-2025,217,683,705,195,264,134
INV006669,P1282,W009,25-Jun-2025,156,973,777,352,207,104
INV006670,P1946,W006,28-Nov-2025,1846,455,634,1667,199,111
INV006671,P1305,W008,23-Jun-2025,1991,665,327,2329,253,73
INV006672,P1568,W008,04-Sep-2025,1830,468,966,1332,89,45
INV006673,P1186,W007,28-Jun-2025,1933,234,861,1306,124,27
INV006674,P1645,W011,03-Feb-2025,1337,888,383,1842,190,91
INV006675,P1187,W013,23-Jul-2025,124,741,865,0,122,48
INV006676,P1323,W008,05-Feb-2025,1106,984,472,1618,137,38
INV006677,P1062,W014,20-Dec-2025,10,986,24,972,209,101
INV006678,P1175,W019,07-May-2025,136,834,793,177,233,52
INV006679,P1119,W004,02-Jan-2025,456,585,869,172,123,41
INV006680,P1745,W007,14-Jun-2025,1647,434,598,1483,187,97
INV006681,P1724,W009,18-Jun-2025,287,702,918,71,283,77
INV006682,P1821,W003,20-Apr-2025,1921,675,646,1950,123,68
INV006683,P1313,W002,01-Apr-2025,1836,122,284,1674,90,45
INV006684,P1207,W010,02-Feb-2025,493,889,1199,183,296,126
INV006685,P1199,W003,28-Sep-2025,425,837,1090,172,216,87
INV006686,P1114,W001,09-Jul-2025,1634,710,895,1449,143,67
INV006687,P1088,W019,17-Apr-2025,19,53,72,0,250,129
INV006688,P1353,W001,30-Sep-2025,1101,677,675,1103,139,63
INV006689,P1138,W011,28-Dec-2025,1238,813,1087,964,161,32
INV006690,P1627,W009,06-Oct-2025,1366,440,858,948,68,38
INV006691,P1587,W016,10-Aug-2025,205,168,108,265,54,11
INV006692,P1366,W014,17-Dec-2025,244,381,431,194,71,21
INV006693,P1118,W005,10-Aug-2025,1949,241,171,2019,116,66
INV006694,P1965,W012,20-Jun-2025,770,175,901,44,264,118
INV006695,P1222,W018,30-Nov-2025,1197,206,984,419,172,79
INV006696,P1792,W006,21-May-2025,1215,148,124,1239,280,101
INV006697,P1907,W014,04-Feb-2025,1157,461,677,941,240,95
INV006698,P1917,W009,19-Aug-2025,490,158,648,0,256,77
INV006699,P1600,W009,15-Mar-2025,131,352,483,0,93,41
INV006700,P1600,W006,15-Nov-2025,1345,960,852,1453,261,146
INV006701,P1821,W020,03-Jan-2025,1934,916,127,2723,43,21
INV006702,P1756,W002,17-Oct-2025,1134,495,322,1307,91,35
INV006703,P1668,W007,05-Aug-2025,1911,138,1165,884,95,29
INV006704,P1951,W009,09-Jan-2025,1014,155,291,878,256,103
INV006705,P1236,W011,27-Jul-2025,1546,906,821,1631,143,37
INV006706,P1036,W012,24-Oct-2025,1865,461,1090,1236,157,89
INV006707,P1556,W015,13-Mar-2025,1855,850,212,2493,194,66
INV006708,P1575,W007,04-Apr-2025,1181,432,883,730,193,49
INV006709,P1852,W006,26-Dec-2025,750,795,948,597,263,130
INV006710,P1188,W010,09-Oct-2025,292,869,910,251,37,7
INV006711,P1096,W001,05-Nov-2025,438,108,379,167,293,162
INV006712,P1796,W015,16-May-2025,1762,784,212,2334,180,78
INV006713,P1939,W009,25-Jul-2025,1790,614,184,2220,100,52
INV006714,P1233,W002,11-Nov-2025,1603,718,709,1612,287,104
INV006715,P1249,W003,13-Feb-2025,629,879,392,1116,216,88
INV006716,P1742,W001,30-Oct-2025,1536,546,458,1624,240,84
INV006717,P1628,W007,21-Apr-2025,1331,277,42,1566,124,44
INV006718,P1333,W009,08-Jul-2025,1967,24,688,1303,289,96
INV006719,P1617,W014,20-Mar-2025,741,649,56,1334,242,65
INV006720,P1652,W009,17-Dec-2025,1146,323,855,614,188,83
INV006721,P1086,W014,16-May-2025,1790,806,989,1607,64,25
INV006722,P1679,W018,03-Dec-2025,500,392,432,460,85,49
INV006723,P1625,W004,16-Apr-2025,1839,64,1163,740,239,125
INV006724,P1909,W016,13-Nov-2025,1321,851,730,1442,106,36
INV006725,P1196,W019,06-Aug-2025,1143,223,878,488,211,117
INV006726,P1873,W006,03-Aug-2025,942,560,511,991,89,38
INV006727,P1711,W002,08-Oct-2025,39,244,283,0,205,73
INV006728,P1438,W017,16-Dec-2025,203,553,345,411,33,13
INV006729,P1014,W002,07-May-2025,1796,77,973,900,54,14
INV006730,P1690,W010,09-Jul-2025,884,438,67,1255,31,15
INV006731,P1993,W020,18-Feb-2025,307,569,152,724,82,45
INV006732,P1183,W013,15-Mar-2025,14,183,180,17,127,64
INV006733,P1140,W008,28-Dec-2025,1965,848,649,2164,62,12
INV006734,P1099,W004,02-Dec-2025,809,954,800,963,139,76
INV006735,P1220,W010,19-Jan-2025,467,982,140,1309,263,157
INV006736,P1715,W007,01-Jan-2025,428,827,183,1072,260,70
INV006737,P1218,W015,16-Nov-2025,1555,941,1077,1419,211,75
INV006738,P1907,W018,22-Oct-2025,477,312,728,61,90,51
INV006739,P1876,W020,13-Jun-2025,766,922,419,1269,81,24
INV006740,P1747,W004,14-Feb-2025,1376,920,885,1411,211,44
INV006741,P1017,W005,17-Feb-2025,1181,860,374,1667,284,68
INV006742,P1517,W001,07-Feb-2025,1236,30,864,402,151,35
INV006743,P1201,W004,25-Nov-2025,598,683,228,1053,189,71
INV006744,P1630,W002,19-Dec-2025,1784,939,1001,1722,25,10
INV006745,P1666,W012,20-Nov-2025,1390,335,637,1088,227,120
INV006746,P1731,W012,28-Jan-2025,568,529,152,945,151,45
INV006747,P1677,W016,30-Sep-2025,1693,205,654,1244,213,50
INV006748,P1570,W010,10-Sep-2025,302,285,587,0,72,20
INV006749,P1808,W018,25-Jul-2025,798,311,826,283,282,106
INV006750,P1364,W013,13-May-2025,1279,447,172,1554,77,44
INV006751,P1876,W013,19-May-2025,1678,501,745,1434,33,10
INV006752,P1851,W007,29-Mar-2025,183,262,445,0,241,56
INV006753,P1080,W004,08-Nov-2025,1382,705,1066,1021,104,52
INV006754,P1370,W003,11-Jan-2025,831,296,964,163,280,143
INV006755,P1599,W018,11-Mar-2025,1582,760,889,1453,178,47
INV006756,P1904,W004,31-Jul-2025,1749,839,174,2414,214,114
INV006757,P1983,W013,30-Sep-2025,595,912,1152,355,239,78
INV006758,P1800,W020,17-Feb-2025,1152,294,268,1178,172,45
INV006759,P1090,W002,05-Apr-2025,1429,254,389,1294,264,58
INV006760,P1794,W016,19-Nov-2025,1770,547,1034,1283,94,38
INV006761,P1058,W010,06-Feb-2025,495,933,78,1350,154,40
INV006762,P1834,W014,09-Apr-2025,342,832,543,631,59,22
INV006763,P1733,W019,08-Sep-2025,1306,304,57,1553,167,62
INV006764,P1987,W020,01-Nov-2025,642,161,267,536,184,60
INV006765,P1840,W003,28-Mar-2025,834,297,1098,33,96,47
INV006766,P1990,W014,28-Apr-2025,542,503,476,569,79,23
INV006767,P1666,W002,08-Jun-2025,1579,372,560,1391,215,98
INV006768,P1502,W002,02-May-2025,353,122,475,0,152,40
INV006769,P1247,W003,26-Apr-2025,1794,643,12,2425,296,143
INV006770,P1378,W007,03-May-2025,1490,398,310,1578,146,69
INV006771,P1041,W009,08-Sep-2025,214,128,342,0,235,85
INV006772,P1734,W015,07-Mar-2025,1960,754,1162,1552,31,14
INV006773,P1497,W019,15-Jan-2025,438,995,895,538,28,13
INV006774,P1968,W017,30-Aug-2025,654,182,651,185,170,47
INV006775,P1970,W019,21-Nov-2025,715,250,965,0,135,49
INV006776,P1631,W015,31-Jan-2025,1894,734,874,1754,117,24
INV006777,P1928,W007,24-Sep-2025,1380,270,1068,582,187,61
INV006778,P1026,W018,08-Nov-2025,878,924,957,845,165,91
INV006779,P1447,W012,09-Apr-2025,1596,941,812,1725,287,142
INV006780,P1039,W010,13-Nov-2025,1571,205,83,1693,276,138
INV006781,P1145,W018,17-Jul-2025,301,203,504,0,233,83
INV006782,P1465,W004,21-Feb-2025,479,690,962,207,34,13
INV006783,P1792,W015,07-Sep-2025,448,384,386,446,185,93
INV006784,P1788,W012,01-Feb-2025,1613,699,386,1926,96,54
INV006785,P1718,W009,27-Feb-2025,792,710,977,525,291,111
INV006786,P1888,W015,01-Oct-2025,956,695,531,1120,199,112
INV006787,P1984,W018,21-Oct-2025,1836,332,1174,994,71,35
INV006788,P1376,W016,20-Nov-2025,1651,874,1188,1337,275,139
INV006789,P1138,W007,06-Dec-2025,1486,152,984,654,209,84
INV006790,P1518,W002,24-Apr-2025,1828,372,322,1878,159,55
INV006791,P1942,W012,18-May-2025,211,759,418,552,194,80
INV006792,P1514,W004,21-Jan-2025,512,696,950,258,24,11
INV006793,P1973,W016,09-Apr-2025,17,746,419,344,159,53
INV006794,P1095,W019,16-Oct-2025,383,95,476,2,191,45
INV006795,P1474,W018,04-Jul-2025,947,351,598,700,195,59
INV006796,P1001,W016,16-Nov-2025,623,541,625,539,151,65
INV006797,P1698,W002,22-Apr-2025,1439,458,686,1211,223,66
INV006798,P1524,W007,02-Jan-2025,801,883,816,868,100,36
INV006799,P1259,W017,16-Oct-2025,1742,822,197,2367,111,32
INV006800,P1505,W002,14-Oct-2025,929,244,648,525,142,66
INV006801,P1640,W015,06-Feb-2025,1856,943,179,2620,195,87
INV006802,P1864,W013,13-Sep-2025,1034,297,681,650,199,105
INV006803,P1993,W003,12-Jul-2025,1871,93,756,1208,130,35
INV006804,P1182,W014,01-Oct-2025,1580,971,582,1969,222,80
INV006805,P1050,W005,20-Apr-2025,1160,387,1042,505,178,72
INV006806,P1853,W002,04-Dec-2025,1118,433,590,961,144,58
INV006807,P1566,W011,07-Oct-2025,1535,971,339,2167,89,44
INV006808,P1272,W020,20-Jun-2025,1800,257,880,1177,209,78
INV006809,P1648,W013,08-May-2025,1706,797,848,1655,164,61
INV006810,P1540,W006,10-Aug-2025,1381,678,127,1932,239,130
INV006811,P1687,W013,30-Jul-2025,1131,751,629,1253,288,89
INV006812,P1708,W014,26-May-2025,54,913,318,649,166,89
INV006813,P1876,W017,16-Mar-2025,1041,380,941,480,62,33
INV006814,P1146,W008,10-Feb-2025,1271,61,364,968,92,41
INV006815,P1859,W017,18-Jan-2025,1644,700,405,1939,39,9
INV006816,P1947,W002,26-Sep-2025,1677,980,761,1896,158,65
INV006817,P1449,W006,20-Jul-2025,199,381,580,0,187,51
INV006818,P1958,W004,26-Jun-2025,1817,120,873,1064,279,162
INV006819,P1626,W017,03-Jul-2025,1735,129,346,1518,93,31
INV006820,P1970,W012,23-Mar-2025,255,609,864,0,254,109
INV006821,P1537,W013,18-Dec-2025,1674,544,1042,1176,279,152
INV006822,P1003,W017,10-May-2025,693,489,240,942,272,89
INV006823,P1168,W012,29-Jan-2025,239,426,16,649,36,20
INV006824,P1644,W019,04-Oct-2025,438,448,886,0,299,121
INV006825,P1942,W002,23-Sep-2025,1275,923,143,2055,168,39
INV006826,P1672,W010,04-Feb-2025,263,627,328,562,132,60
INV006827,P1676,W020,06-Nov-2025,450,146,108,488,139,62
INV006828,P1880,W007,02-Jul-2025,1780,861,1191,1450,207,89
INV006829,P1301,W001,27-Sep-2025,628,318,460,486,63,26
INV006830,P1202,W005,05-Jul-2025,811,720,713,818,143,84
INV006831,P1885,W001,23-Aug-2025,35,918,953,0,216,127
INV006832,P1125,W001,04-Aug-2025,855,970,836,989,211,46
INV006833,P1313,W011,18-Aug-2025,655,488,226,917,214,81
INV006834,P1810,W018,16-Apr-2025,205,370,245,330,260,126
INV006835,P1253,W018,19-Jun-2025,219,861,620,460,113,64
INV006836,P1262,W003,21-Sep-2025,780,207,987,0,188,91
INV006837,P1889,W016,06-Oct-2025,1139,648,655,1132,141,40
INV006838,P1067,W008,11-Jun-2025,652,751,156,1247,74,36
INV006839,P1689,W006,16-Jan-2025,1199,625,1167,657,259,128
INV006840,P1092,W013,04-Nov-2025,1849,84,1060,873,247,99
INV006841,P1119,W016,28-Jul-2025,789,372,910,251,106,59
INV006842,P1646,W015,22-Jul-2025,1950,893,137,2706,198,108
INV006843,P1551,W003,13-Dec-2025,20,348,208,160,242,136
INV006844,P1536,W020,20-Apr-2025,285,212,285,212,96,37
INV006845,P1259,W001,03-Dec-2025,872,512,573,811,24,7
INV006846,P1748,W007,24-Jul-2025,203,698,537,364,217,93
INV006847,P1151,W016,14-Nov-2025,1671,268,594,1345,288,116
INV006848,P1808,W007,26-Sep-2025,1757,301,636,1422,236,69
INV006849,P1565,W003,29-Oct-2025,1657,429,322,1764,21,5
INV006850,P1003,W009,15-Sep-2025,1578,945,249,2274,89,33
INV006851,P1495,W014,29-Jun-2025,1967,454,778,1643,223,55
INV006852,P1933,W017,23-Sep-2025,958,516,1103,371,140,57
INV006853,P1492,W016,18-May-2025,1076,965,528,1513,149,79
INV006854,P1880,W016,02-May-2025,1470,392,799,1063,262,73
INV006855,P1036,W001,08-Aug-2025,1213,334,161,1386,239,119
INV006856,P1934,W019,04-Jun-2025,1453,377,170,1660,231,133
INV006857,P1250,W002,23-Sep-2025,1680,536,502,1714,80,39
INV006858,P1769,W005,02-Sep-2025,255,122,377,0,92,33
INV006859,P1059,W001,17-Jun-2025,428,983,532,879,238,68
INV006860,P1384,W013,13-Jan-2025,386,597,103,880,159,47
INV006861,P1716,W012,13-Aug-2025,1791,767,1166,1392,237,76
INV006862,P1249,W012,14-Aug-2025,536,962,835,663,256,74
INV006863,P1954,W010,29-Jan-2025,64,986,630,420,198,78
INV006864,P1913,W001,05-Sep-2025,849,952,742,1059,35,8
INV006865,P1354,W014,29-Apr-2025,1685,767,192,2260,48,15
INV006866,P1421,W004,08-May-2025,532,502,55,979,167,41
INV006867,P1993,W011,07-Nov-2025,1879,189,333,1735,151,42
INV006868,P1488,W012,19-Jan-2025,735,806,170,1371,155,38
INV006869,P1923,W009,25-Mar-2025,1942,147,471,1618,224,74
INV006870,P1699,W002,25-Sep-2025,83,413,496,0,197,59
INV006871,P1478,W004,05-Jun-2025,1151,605,298,1458,154,85
INV006872,P1689,W015,04-May-2025,1140,710,927,923,229,52
INV006873,P1539,W016,22-Mar-2025,277,171,448,0,133,57
INV006874,P1694,W007,01-Feb-2025,801,457,268,990,95,42
INV006875,P1377,W018,07-Mar-2025,1471,52,729,794,44,11
INV006876,P1624,W001,02-Apr-2025,1149,669,751,1067,38,17
INV006877,P1613,W014,05-Mar-2025,631,271,565,337,224,49
INV006878,P1509,W020,08-Aug-2025,856,595,977,474,159,69
INV006879,P1533,W008,20-Jul-2025,44,714,758,0,209,90
INV006880,P1768,W020,14-Apr-2025,1511,860,585,1786,276,112
INV006881,P1208,W020,28-May-2025,1154,434,629,959,196,77
INV006882,P1396,W008,08-Jul-2025,1376,184,910,650,104,27
INV006883,P1618,W001,23-Oct-2025,351,862,892,321,137,58
INV006884,P1263,W010,09-Mar-2025,885,621,1029,477,294,103
INV006885,P1794,W009,12-Jun-2025,1978,616,717,1877,49,9
INV006886,P1910,W013,13-May-2025,1517,509,947,1079,61,23
INV006887,P1506,W014,16-Sep-2025,271,401,470,202,75,36
INV006888,P1846,W017,21-Oct-2025,955,643,1013,585,190,64
INV006889,P1045,W001,12-Mar-2025,1139,404,964,579,43,22
INV006890,P1718,W005,13-Dec-2025,1852,132,1107,877,190,80
INV006891,P1448,W007,13-Dec-2025,664,231,51,844,260,132
INV006892,P1169,W014,26-Nov-2025,914,271,73,1112,176,68
INV006893,P1862,W012,07-Jan-2025,134,929,37,1026,267,90
INV006894,P1046,W012,02-Mar-2025,409,113,13,509,112,58
INV006895,P1999,W001,30-May-2025,275,569,302,542,89,50
INV006896,P1923,W011,23-Apr-2025,1104,738,965,877,107,54
INV006897,P1753,W002,29-Jan-2025,1942,605,1072,1475,154,52
INV006898,P1943,W007,21-Nov-2025,96,36,132,0,156,63
INV006899,P1708,W014,28-Nov-2025,519,279,622,176,84,45
INV006900,P1273,W010,11-Jul-2025,1488,528,722,1294,151,31
INV006901,P1865,W008,29-Aug-2025,1435,120,110,1445,60,26
INV006902,P1630,W004,26-Jan-2025,908,359,828,439,124,31
INV006903,P1641,W005,08-May-2025,1616,956,788,1784,211,112
INV006904,P1019,W016,14-Mar-2025,1353,467,853,967,41,15
INV006905,P1390,W019,07-Feb-2025,726,236,673,289,157,87
INV006906,P1394,W011,20-Oct-2025,1288,328,549,1067,68,14
INV006907,P1311,W014,25-Sep-2025,1702,345,640,1407,81,35
INV006908,P1704,W013,22-Oct-2025,934,691,782,843,34,8
INV006909,P1990,W006,01-Feb-2025,1106,356,517,945,288,134
INV006910,P1362,W014,02-Aug-2025,1208,372,294,1286,88,20
INV006911,P1275,W019,21-Oct-2025,1258,61,575,744,178,80
INV006912,P1808,W012,20-Jan-2025,2,320,322,0,120,60
INV006913,P1377,W002,11-Jul-2025,1685,407,973,1119,106,43
INV006914,P1913,W009,09-Apr-2025,1804,830,45,2589,155,72
INV006915,P1769,W001,16-Sep-2025,576,580,195,961,45,9
INV006916,P1138,W008,16-Oct-2025,1409,905,249,2065,99,21
INV006917,P1355,W020,11-Nov-2025,1063,732,787,1008,240,104
INV006918,P1689,W007,28-Dec-2025,1343,204,988,559,31,12
INV006919,P1018,W016,28-Jul-2025,1619,23,244,1398,166,99
INV006920,P1377,W009,02-Jul-2025,1005,853,612,1246,160,82
INV006921,P1136,W002,29-Mar-2025,5,466,471,0,138,62
INV006922,P1175,W011,08-Jun-2025,1981,332,491,1822,269,153
INV006923,P1850,W011,08-Aug-2025,1891,354,753,1492,280,117
INV006924,P1350,W016,15-Jan-2025,1345,135,557,923,221,130
INV006925,P1796,W020,04-Sep-2025,1461,112,1111,462,231,96
INV006926,P1482,W019,11-Apr-2025,1760,393,1174,979,293,170
INV006927,P1869,W017,19-Jun-2025,1667,393,944,1116,144,69
INV006928,P1896,W015,17-Nov-2025,1384,743,992,1135,202,96
INV006929,P1743,W017,08-Jun-2025,432,384,816,0,38,16
INV006930,P1766,W019,16-Oct-2025,237,496,632,101,59,27
INV006931,P1133,W010,02-Jun-2025,366,597,698,265,98,39
INV006932,P1006,W019,27-Mar-2025,1801,763,605,1959,185,67
INV006933,P1876,W013,22-Jun-2025,786,938,575,1149,283,72
INV006934,P1057,W018,15-Sep-2025,1682,293,1191,784,21,7
INV006935,P1038,W013,24-May-2025,598,980,96,1482,157,90
INV006936,P1994,W019,11-Jan-2025,875,459,993,341,168,73
INV006937,P1161,W011,10-Mar-2025,1194,583,914,863,155,77
INV006938,P1557,W008,06-Oct-2025,801,946,397,1350,106,27
INV006939,P1039,W012,28-May-2025,633,11,498,146,23,8
INV006940,P1611,W011,30-Jul-2025,817,556,440,933,268,68
INV006941,P1261,W002,29-Jan-2025,1468,635,684,1419,240,132
INV006942,P1353,W014,20-Jul-2025,437,183,272,348,187,65
INV006943,P1036,W013,22-Nov-2025,708,255,925,38,145,34
INV006944,P1832,W019,11-Aug-2025,648,515,1007,156,236,135
INV006945,P1986,W009,10-Jun-2025,1589,334,447,1476,76,15
INV006946,P1558,W002,19-Apr-2025,482,391,440,433,141,58
INV006947,P1204,W012,28-Mar-2025,1699,125,446,1378,193,56
INV006948,P1593,W012,27-Sep-2025,762,250,494,518,121,36
INV006949,P1178,W001,24-Jul-2025,670,890,597,963,279,85
INV006950,P1250,W009,08-Sep-2025,801,156,957,0,265,123
INV006951,P1770,W001,20-Nov-2025,315,566,446,435,21,10
INV006952,P1777,W001,20-Jan-2025,20,587,35,572,148,37
INV006953,P1145,W014,25-Jul-2025,276,660,99,837,37,21
INV006954,P1215,W014,08-Nov-2025,1478,222,30,1670,128,35
INV006955,P1917,W010,11-Dec-2025,1542,599,295,1846,240,123
INV006956,P1138,W003,01-Apr-2025,33,266,299,0,43,20
INV006957,P1433,W004,11-Dec-2025,1164,167,892,439,123,53
INV006958,P1598,W013,09-Aug-2025,1621,961,810,1772,206,102
INV006959,P1035,W019,23-Jul-2025,1293,648,979,962,21,7
INV006960,P1833,W002,27-Jun-2025,838,561,1038,361,109,55
INV006961,P1717,W011,17-Apr-2025,1239,762,246,1755,41,23
INV006962,P1294,W006,20-Mar-2025,1389,361,1183,567,190,44
INV006963,P2000,W003,22-Jul-2025,1695,247,249,1693,136,70
INV006964,P1303,W018,15-Nov-2025,1147,597,735,1009,215,87
INV006965,P1773,W016,20-Sep-2025,384,956,236,1104,137,55
INV006966,P1150,W012,27-Jan-2025,1755,59,513,1301,169,34
INV006967,P1764,W007,08-Feb-2025,723,834,72,1485,241,84
INV006968,P1604,W006,16-Nov-2025,163,146,58,251,179,63
INV006969,P1812,W019,21-Jul-2025,1622,11,863,770,149,55
INV006970,P1771,W004,21-Feb-2025,1363,442,1002,803,147,51
INV006971,P1645,W016,26-Feb-2025,86,692,0,778,38,20
INV006972,P1126,W004,24-Aug-2025,170,155,325,0,279,123
INV006973,P1459,W001,14-Oct-2025,1332,386,934,784,239,85
INV006974,P1536,W018,20-Feb-2025,860,690,559,991,247,148
INV006975,P1938,W005,29-Jan-2025,479,520,888,111,294,128
INV006976,P1540,W013,22-Jan-2025,1347,316,569,1094,181,62
INV006977,P1915,W012,20-Feb-2025,1343,36,554,825,297,112
INV006978,P1107,W004,02-Mar-2025,1187,141,137,1191,194,105
INV006979,P1339,W011,17-Apr-2025,874,232,933,173,186,73
INV006980,P1531,W012,30-Aug-2025,662,914,208,1368,129,38
INV006981,P1835,W008,10-Jun-2025,1539,739,852,1426,298,166
INV006982,P1272,W003,16-Apr-2025,795,720,562,953,26,14
INV006983,P1444,W006,07-Feb-2025,290,749,1039,0,214,50
INV006984,P1200,W006,30-Jun-2025,923,779,453,1249,155,60
INV006985,P1864,W011,20-Jan-2025,322,759,185,896,133,74
INV006986,P1986,W014,08-Oct-2025,1610,34,853,791,179,55
INV006987,P1847,W008,24-Nov-2025,397,759,496,660,248,112
INV006988,P1091,W017,01-Apr-2025,874,411,844,441,137,60
INV006989,P1696,W005,17-Oct-2025,1272,594,405,1461,33,16
INV006990,P1344,W019,08-Feb-2025,1788,12,588,1212,221,82
INV006991,P1539,W001,30-May-2025,1403,836,336,1903,245,117
INV006992,P1619,W019,21-Jan-2025,1189,536,1034,691,68,30
INV006993,P1596,W002,02-Nov-2025,1436,123,627,932,291,156
INV006994,P1405,W010,17-Apr-2025,29,9,38,0,62,35
INV006995,P1553,W011,05-Jun-2025,1415,269,74,1610,193,38
INV006996,P1018,W008,06-Nov-2025,1381,533,505,1409,145,41
INV006997,P1588,W003,05-Feb-2025,588,417,270,735,53,26
INV006998,P1867,W015,26-Mar-2025,1473,665,398,1740,155,36
INV006999,P1898,W006,12-Sep-2025,261,647,796,112,22,12
INV007000,P1240,W012,20-Nov-2025,188,465,653,0,194,67
INV007001,P1109,W006,11-Jul-2025,509,316,704,121,170,46
INV007002,P1413,W001,13-Feb-2025,1388,271,917,742,43,21
INV007003,P1318,W003,09-Oct-2025,1019,246,1104,161,259,125
INV007004,P1909,W009,15-Jan-2025,66,473,539,0,179,84
INV007005,P1712,W019,29-Oct-2025,10,911,301,620,232,49
INV007006,P1970,W009,02-Apr-2025,1287,738,300,1725,172,85
INV007007,P1506,W006,17-Aug-2025,1919,340,72,2187,120,26
INV007008,P1915,W008,05-May-2025,1538,222,1044,716,170,91
INV007009,P1705,W020,10-Jan-2025,1611,767,607,1771,259,85
INV007010,P1412,W006,24-Nov-2025,1595,603,885,1313,259,79
INV007011,P1028,W003,14-Dec-2025,1750,623,36,2337,20,10
INV007012,P1745,W003,11-Nov-2025,1961,836,245,2552,269,98
INV007013,P1084,W017,10-Jan-2025,1123,123,162,1084,232,65
INV007014,P1849,W018,22-Feb-2025,1579,633,993,1219,21,7
INV007015,P1289,W014,24-Nov-2025,63,371,82,352,241,72
INV007016,P1198,W015,25-Jul-2025,85,519,604,0,185,77
INV007017,P1633,W007,05-Dec-2025,676,895,450,1121,156,37
INV007018,P1970,W004,04-May-2025,1703,875,1158,1420,63,13
INV007019,P1702,W010,16-Jan-2025,1338,997,673,1662,46,23
INV007020,P1102,W019,27-Nov-2025,2,317,319,0,185,73
INV007021,P1303,W007,03-Apr-2025,893,218,507,604,216,118
INV007022,P1658,W007,14-Jan-2025,576,881,380,1077,265,138
INV007023,P1186,W020,08-Jun-2025,1723,287,911,1099,47,17
INV007024,P1240,W015,14-Jun-2025,1629,847,231,2245,283,138
INV007025,P1494,W004,01-Mar-2025,751,793,544,1000,139,51
INV007026,P1216,W005,22-Mar-2025,296,60,356,0,57,13
INV007027,P1533,W010,01-Oct-2025,444,36,480,0,112,49
INV007028,P1138,W019,11-Aug-2025,1008,106,65,1049,219,44
INV007029,P1294,W019,30-Mar-2025,209,136,345,0,66,36
INV007030,P1943,W015,26-May-2025,1639,423,1114,948,228,104
INV007031,P1760,W003,14-Sep-2025,774,772,1039,507,59,33
INV007032,P1129,W015,23-Aug-2025,336,577,215,698,271,157
INV007033,P1313,W008,19-May-2025,1803,279,572,1510,20,8
