Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Sales_Amount,Discount,Profit
SO24869,C18376,P1781,18-May-2025,7,425460,13602,42601
SO24870,C23015,P1886,05-Jun-2025,13,45760,1406,12205
SO24871,C15100,P1297,03-Sep-2025,19,227810,6652,51735
SO24872,C31959,P1814,11-Aug-2025,10,432400,9340,113280
SO24873,C13774,P1670,02-Oct-2025,2,56740,7419,5257
SO24874,C35671,P1008,17-Jun-2025,18,1122120,124076,192490
SO24875,C33711,P1478,20-Mar-2025,16,407040,60532,5004
SO24876,C10140,P1645,31-Aug-2025,15,927750,746,209164
SO24877,C35611,P1557,18-Jul-2025,16,169760,4068,28620
SO24878,C20501,P1146,25-Oct-2025,18,1213200,103878,228132
SO24879,C21116,P1984,06-May-2025,17,4080,214,500
SO24880,C28841,P1186,22-May-2025,7,420840,38287,25392
SO24881,C17131,P1043,22-Nov-2025,13,387660,32108,81707
SO24882,C32614,P1059,31-Jan-2025,16,822400,447,206737
SO24883,C20166,P1799,12-Jan-2025,6,225720,4700,48724
SO24884,C32711,P1660,08-Apr-2025,12,195240,14012,20176
SO24885,C21197,P1211,27-Jun-2025,1,5130,297,1198
SO24886,C35662,P1798,26-Dec-2025,7,385700,42874,52102
SO24887,C14799,P1002,19-Feb-2025,12,788880,86569,105179
SO24888,C23141,P1266,24-Nov-2025,19,156560,7178,36446
SO24889,C22372,P1587,13-Apr-2025,13,558610,30584,102198
SO24890,C16252,P1843,30-Nov-2025,11,435490,10828,94882
SO24891,C20145,P1119,01-May-2025,12,452880,7852,81608
SO24892,C15673,P1165,23-Jun-2025,7,128520,4407,18980
SO24893,C24531,P1539,24-Jul-2025,14,345660,25143,47027
SO24894,C19168,P1352,10-Mar-2025,12,36360,1949,4915
SO24895,C34042,P1500,11-Dec-2025,9,307530,9551,42559
SO24896,C18320,P2000,01-Sep-2025,17,1203600,178006,154191
SO24897,C28789,P1036,18-Feb-2025,6,46140,3817,9089
SO24898,C11279,P1401,11-Jan-2025,10,384700,51499,10731
SO24899,C29363,P1512,19-Jul-2025,7,405860,41886,26231
SO24900,C15235,P1272,26-Mar-2025,1,65700,3954,16073
SO24901,C39819,P1399,18-Sep-2025,18,731520,99300,17502
SO24902,C33100,P1104,16-Jun-2025,15,107550,13082,6013
SO24903,C34669,P1342,16-Sep-2025,18,1430820,195097,170195
SO24904,C37582,P1261,09-Jun-2025,5,54350,7851,8934
SO24905,C25878,P1196,03-Mar-2025,2,59880,5176,7810
SO24906,C18087,P1320,14-Jul-2025,9,236790,33365,34585
SO24907,C25028,P1920,03-Jul-2025,8,495440,41714,73558
SO24908,C31783,P1513,16-Jul-2025,7,53130,7583,8342
SO24909,C26455,P1972,03-Jan-2025,1,55510,6728,3786
SO24910,C33710,P1499,25-Feb-2025,2,45420,1002,8136
SO24911,C39230,P1146,28-Aug-2025,1,67400,8679,9766
SO24912,C37553,P1297,06-Sep-2025,4,47960,2493,9799
SO24913,C33225,P1441,17-Oct-2025,16,940480,97059,40957
SO24914,C31236,P1092,05-Nov-2025,4,292240,1277,56863
SO24915,C35376,P1121,04-Jan-2025,10,185300,24949,21701
SO24916,C27237,P1215,16-Aug-2025,10,599400,52285,120695
SO24917,C28315,P1890,06-Oct-2025,15,1047900,50184,206556
SO24918,C28197,P1381,01-Dec-2025,16,381920,7714,94462
SO24919,C22745,P1506,17-Apr-2025,6,117780,12135,7899
SO24920,C26889,P1116,23-Oct-2025,6,74520,5658,14010
SO24921,C33356,P1176,07-Nov-2025,5,192550,12803,43527
SO24922,C24750,P1871,06-Feb-2025,2,22500,1928,2356
SO24923,C32005,P1258,20-Apr-2025,17,867000,47534,116533
SO24924,C15064,P1481,16-Jun-2025,7,325010,764,47949
SO24925,C13212,P1304,21-Jan-2025,15,648600,9900,99735
SO24926,C35302,P1604,14-Jan-2025,10,238200,2359,44001
SO24927,C23838,P1088,31-Dec-2025,12,417600,37529,57631
SO24928,C14732,P1436,08-Mar-2025,13,13260,1981,515
SO24929,C36133,P1457,13-Apr-2025,9,231120,17225,54163
SO24930,C21264,P1679,22-Apr-2025,18,1312560,122728,214880
SO24931,C20357,P1983,14-Sep-2025,13,1074060,48299,251481
SO24932,C21084,P1614,17-Nov-2025,4,19560,2130,2390
SO24933,C26902,P1669,06-Apr-2025,14,496720,11497,106299
SO24934,C24391,P1623,16-Dec-2025,9,616410,77856,103278
SO24935,C20004,P1682,13-Feb-2025,18,437220,61529,7753
SO24936,C20310,P1494,19-Aug-2025,1,25890,2665,2461
SO24937,C20015,P1830,08-Feb-2025,4,102720,12835,17865
SO24938,C15977,P1230,28-Sep-2025,1,37330,4573,5652
SO24939,C14324,P1109,07-Apr-2025,13,573430,28941,70483
SO24940,C12289,P1349,25-Jan-2025,6,210300,10957,27113
SO24941,C36741,P1028,07-Dec-2025,12,601440,48069,50499
SO24942,C15350,P1085,24-Jun-2025,10,575400,8133,163317
SO24943,C26792,P1224,12-Jul-2025,11,216040,18548,28664
SO24944,C12137,P1704,23-Jan-2025,18,168300,4096,38024
SO24945,C16481,P1614,14-Jun-2025,1,4890,670,460
SO24946,C13172,P1192,25-Oct-2025,8,30800,2389,5243
SO24947,C32310,P1534,07-Jan-2025,5,74650,7861,9954
SO24948,C31342,P1769,21-Dec-2025,5,215650,32135,28155
SO24949,C31584,P1699,26-Mar-2025,11,261910,17613,26519
SO24950,C16808,P1351,29-Jul-2025,8,209440,9053,36387
SO24951,C20140,P1350,01-May-2025,14,703640,87128,46768
SO24952,C16787,P1402,26-Feb-2025,10,636700,49362,130318
SO24953,C34154,P1476,02-Jun-2025,3,62220,8624,2215
SO24954,C34689,P1109,27-Dec-2025,7,308770,20142,33394
SO24955,C26413,P1476,25-Sep-2025,5,103700,10000,8065
SO24956,C18580,P1924,27-Oct-2025,11,635140,56384,57532
SO24957,C21356,P1683,25-Mar-2025,5,302700,23955,56155
SO24958,C15606,P1524,07-Nov-2025,5,296800,31986,55904
SO24959,C34391,P1274,06-Sep-2025,7,494130,396,139597
SO24960,C23641,P1358,31-Dec-2025,12,4800,59,1009
SO24961,C32695,P1252,02-Jun-2025,2,30300,2079,4981
SO24962,C36926,P1297,04-Sep-2025,10,119900,5237,25493
SO24963,C37007,P1316,28-May-2025,13,57070,5863,6214
SO24964,C29275,P1339,05-Mar-2025,6,401100,25477,86747
SO24965,C14599,P1463,09-May-2025,11,213950,29268,27206
SO24966,C38808,P1363,23-Aug-2025,16,986720,76065,181199
SO24967,C11465,P1972,04-Oct-2025,1,55510,6368,4146
SO24968,C33019,P1917,27-Jan-2025,17,42160,2776,7152
SO24969,C15078,P1169,18-May-2025,5,310750,28957,35963
SO24970,C24551,P1449,27-Dec-2025,14,224000,3279,62157
SO24971,C10911,P1069,19-Jun-2025,10,126600,10798,25462
SO24972,C26480,P1623,29-Sep-2025,15,1027350,36311,265579
SO24973,C33765,P1213,21-Aug-2025,8,403040,54814,69826
SO24974,C36117,P1134,12-Mar-2025,14,439180,55524,39102
SO24975,C10139,P1998,06-Oct-2025,19,580830,70002,63340
SO24976,C37776,P1349,22-Oct-2025,8,280400,25021,25739
SO24977,C17411,P1691,13-Apr-2025,8,254560,33884,3892
SO24978,C12923,P1073,03-Jun-2025,13,695500,98366,37250
SO24979,C35170,P1644,26-Mar-2025,11,362780,8226,67784
SO24980,C30489,P1839,27-Aug-2025,18,92160,426,20994
SO24981,C32124,P1409,19-Mar-2025,17,704140,53389,114860
SO24982,C19704,P1733,23-Nov-2025,10,482200,39417,90743
SO24983,C31285,P1352,27-Nov-2025,15,45450,1450,7130
SO24984,C29491,P1788,04-Nov-2025,9,19080,1029,2310
SO24985,C21467,P1477,14-May-2025,2,34060,3150,1716
SO24986,C10178,P1167,25-Feb-2025,3,66210,4933,6722
SO24987,C21520,P1506,15-Aug-2025,12,235560,3842,36226
SO24988,C16625,P1459,22-Jul-2025,15,368700,42427,14303
SO24989,C11578,P1001,23-Dec-2025,19,899840,106554,87056
SO24990,C31078,P1440,25-Mar-2025,6,140400,10965,10221
SO24991,C13290,P1693,18-Mar-2025,14,916020,109550,110278
SO24992,C32055,P1347,13-Jan-2025,4,183920,17340,32288
SO24993,C29420,P1789,29-May-2025,12,258360,26069,53887
SO24994,C16893,P1367,11-Oct-2025,8,523120,64878,61682
SO24995,C25142,P1719,04-Jun-2025,13,196820,14397,45988
SO24996,C29081,P1702,11-Jun-2025,7,19670,1318,4212
SO24997,C15358,P1800,17-Mar-2025,10,527600,21658,116992
SO24998,C26756,P1123,24-Jul-2025,10,618900,89367,48023
SO24999,C30154,P1857,04-Jul-2025,11,655930,45118,153938
SO25000,C35623,P1181,24-Jun-2025,6,193080,20759,31519
SO25001,C17218,P1332,28-Nov-2025,15,830850,117180,91860
SO25002,C23424,P1102,03-Sep-2025,8,506000,32037,48371
SO25003,C35579,P1406,16-Feb-2025,16,1188640,97533,211043
SO25004,C25242,P1051,12-May-2025,9,316080,1541,90232
SO25005,C12838,P1752,08-Aug-2025,12,365520,39052,20612
SO25006,C33768,P1501,10-Jul-2025,10,100300,9213,17617
SO25007,C10007,P1506,01-Jan-2025,19,372970,32107,31334
SO25008,C12227,P1416,28-Apr-2025,7,33040,3337,3096
SO25009,C25244,P1496,07-Jul-2025,3,166650,18710,3568
SO25010,C28226,P1079,09-Aug-2025,11,523380,73907,68477
SO25011,C32682,P1336,21-Jan-2025,6,87360,4775,14461
SO25012,C26442,P1178,19-Jan-2025,6,260280,13658,49636
SO25013,C38150,P1320,07-Oct-2025,12,315720,46265,44335
SO25014,C27781,P1216,27-Dec-2025,1,54310,5655,9852
SO25015,C34130,P1533,24-Aug-2025,6,241500,27468,34110
SO25016,C17152,P1851,17-Apr-2025,3,76620,2777,10240
SO25017,C12570,P1769,28-Aug-2025,12,517560,40820,103876
SO25018,C18751,P1914,22-Mar-2025,9,605160,5505,93342
SO25019,C33504,P1354,18-Aug-2025,8,527440,2287,108945
SO25020,C39559,P1282,26-May-2025,8,204320,902,57538
SO25021,C14991,P1724,27-Jan-2025,17,422960,28329,40946
SO25022,C18943,P1763,19-Feb-2025,11,113630,4331,17284
SO25023,C26324,P1799,18-Aug-2025,9,338580,30363,49773
SO25024,C15751,P1841,03-Apr-2025,15,303600,33092,14983
SO25025,C19729,P1753,13-Sep-2025,14,620060,23208,82744
SO25026,C20905,P1708,20-Feb-2025,17,392700,23870,32740
SO25027,C37394,P1811,18-Jun-2025,13,831870,56483,138491
SO25028,C14559,P1701,19-May-2025,17,1100240,126501,65650
SO25029,C31133,P1465,14-Jul-2025,7,69860,2585,11555
SO25030,C19122,P1267,11-Oct-2025,4,216640,14952,35512
SO25031,C23573,P1897,07-Sep-2025,5,95250,1966,14189
SO25032,C18340,P1802,29-Dec-2025,5,28500,3225,4395
SO25033,C29519,P1663,23-Mar-2025,11,449240,18423,111784
SO25034,C27696,P1009,09-Mar-2025,3,17220,1906,2609
SO25035,C24012,P1659,07-Dec-2025,9,402210,1363,87926
SO25036,C16205,P1058,03-Jan-2025,12,619560,74987,110605
SO25037,C19288,P1737,23-Oct-2025,4,121040,11955,13417
SO25038,C18370,P1544,06-Dec-2025,1,50970,6142,9122
SO25039,C28767,P1204,20-Sep-2025,14,223300,31100,27490
SO25040,C26833,P1536,21-Mar-2025,17,987530,14344,194314
SO25041,C11589,P1887,10-Mar-2025,11,722260,78427,61812
SO25042,C34547,P1903,11-May-2025,6,338220,40434,5148
SO25043,C15078,P1211,05-Aug-2025,8,41040,671,11289
SO25044,C31392,P1837,19-Dec-2025,18,893520,48099,72177
SO25045,C11104,P1670,05-Oct-2025,1,28370,483,5855
SO25046,C20481,P1342,03-Feb-2025,14,1112860,12199,271917
SO25047,C13954,P1834,13-Nov-2025,8,384800,50249,36791
SO25048,C15386,P1501,11-Mar-2025,6,60180,4984,11114
SO25049,C10671,P1115,03-Sep-2025,18,285300,19991,50983
SO25050,C21916,P1514,09-Apr-2025,19,135470,17763,1218
SO25051,C20537,P1137,15-Apr-2025,15,180600,13111,38204
SO25052,C16431,P1566,01-Aug-2025,10,229800,7606,56454
SO25053,C13105,P1357,11-Aug-2025,10,582700,51586,112274
SO25054,C22857,P1860,19-Feb-2025,12,812040,68807,151573
SO25055,C22537,P1859,13-Mar-2025,19,632890,16270,128225
SO25056,C24527,P1011,27-Nov-2025,14,479640,47292,98728
SO25057,C27843,P1772,11-Apr-2025,3,159600,1591,34619
SO25058,C36031,P1261,14-Apr-2025,10,108700,15613,17957
SO25059,C12177,P1033,06-Nov-2025,14,835100,101326,87380
SO25060,C17642,P1185,18-Aug-2025,18,232560,14815,24785
SO25061,C23893,P1410,04-Nov-2025,4,311000,17276,70936
SO25062,C23214,P1300,17-Apr-2025,9,122760,6615,16533
SO25063,C11137,P1610,05-Mar-2025,4,225280,11054,41686
SO25064,C13872,P1344,25-Dec-2025,12,644880,40406,120454
SO25065,C15245,P1422,26-Mar-2025,2,59600,752,16580
SO25066,C20055,P1321,11-Sep-2025,14,900480,87421,160799
SO25067,C33175,P1326,25-Apr-2025,2,22580,2583,2803
SO25068,C14569,P1527,18-May-2025,7,8610,1222,990
SO25069,C18274,P1652,12-Jun-2025,3,199920,27884,19576
SO25070,C11780,P1991,20-Apr-2025,9,403740,48221,46738
SO25071,C30397,P1484,19-Nov-2025,17,701080,15971,110526
SO25072,C29208,P1002,14-May-2025,8,525920,32178,95654
SO25073,C39699,P1423,12-Nov-2025,10,131600,9445,17215
SO25074,C25447,P1407,28-Jun-2025,11,682440,19258,173594
SO25075,C19687,P1721,21-Aug-2025,5,311500,40945,11950
SO25076,C28215,P1189,25-Aug-2025,13,135200,3527,30338
SO25077,C14443,P1756,06-Dec-2025,9,578970,70435,14183
SO25078,C34417,P1741,28-Aug-2025,7,1890,148,391
SO25079,C33198,P1628,02-Mar-2025,13,622570,35738,105611
SO25080,C17214,P1995,21-Oct-2025,13,718640,91475,43530
SO25081,C37013,P1868,09-Jul-2025,12,237360,33016,25412
SO25082,C16413,P1036,24-Dec-2025,10,76900,6212,15298
SO25083,C30861,P1353,20-Jan-2025,8,77760,11650,4366
SO25084,C38610,P1444,04-Jan-2025,6,389520,24209,72985
SO25085,C13230,P1630,29-Nov-2025,11,274560,12279,69242
SO25086,C29874,P1780,25-Dec-2025,9,197640,11479,40838
SO25087,C19576,P1602,24-Feb-2025,5,381050,55858,42427
SO25088,C21130,P1530,15-May-2025,14,405020,2844,117220
SO25089,C10797,P1524,25-Feb-2025,10,593600,22876,152904
SO25090,C20823,P1822,12-Feb-2025,4,208040,2195,47657
SO25091,C35075,P1919,21-May-2025,13,71500,4705,4668
SO25092,C18341,P1619,05-May-2025,18,432000,37558,47510
SO25093,C16803,P1851,21-May-2025,7,178780,7632,22741
SO25094,C19743,P1802,21-Feb-2025,3,17100,1536,3036
SO25095,C10072,P1295,29-Oct-2025,9,48600,1472,10300
SO25096,C22249,P1701,27-Oct-2025,8,517760,29281,61143
SO25097,C33871,P1968,03-Feb-2025,8,364400,48359,45641
SO25098,C28123,P1126,30-Jan-2025,16,310240,32992,41952
SO25099,C14079,P1698,08-Apr-2025,11,723030,93650,118518
SO25100,C37912,P1327,05-Apr-2025,17,69700,8934,4139
SO25101,C28970,P1311,26-Feb-2025,3,114840,12821,15031
SO25102,C18130,P1542,15-Nov-2025,8,633920,70443,102821
SO25103,C37667,P1486,15-Jul-2025,10,646100,23824,70746
SO25104,C26494,P1447,26-Mar-2025,7,147350,9669,16182
SO25105,C39952,P1207,06-Sep-2025,4,211800,31239,11029
SO25106,C15029,P1387,04-Jun-2025,15,633750,20366,175114
SO25107,C17878,P1473,10-Feb-2025,4,140800,3894,29150
SO25108,C16090,P1201,27-Feb-2025,3,239010,15865,54224
SO25109,C11526,P1960,28-Jan-2025,2,94680,8776,18146
SO25110,C19309,P1984,21-Oct-2025,10,2400,191,229
SO25111,C18462,P1005,04-Aug-2025,17,651610,13757,160697
SO25112,C25922,P1480,13-Jan-2025,9,234450,14334,45894
SO25113,C33195,P1358,19-Jun-2025,3,1200,5,262
SO25114,C25650,P1828,28-Feb-2025,14,63560,268,16952
SO25115,C22453,P1983,14-Jul-2025,11,908820,61000,192660
SO25116,C20694,P1855,11-Jun-2025,10,742200,98984,119716
SO25117,C16074,P1231,29-Jul-2025,10,408400,12487,110493
SO25118,C23018,P1684,01-Jul-2025,2,127760,1132,27998
SO25119,C36047,P1091,25-Oct-2025,18,317340,1283,87889
SO25120,C18298,P1586,16-Apr-2025,7,347200,44252,59614
SO25121,C20685,P1328,26-Dec-2025,15,803550,3677,156238
SO25122,C36614,P1337,22-Feb-2025,15,660300,17349,155931
SO25123,C12009,P1533,07-May-2025,2,80500,2920,17606
SO25124,C21968,P1930,26-Dec-2025,6,313560,41317,1697
SO25125,C37429,P1466,23-Sep-2025,19,695970,17031,87621
SO25126,C36704,P1294,09-Apr-2025,6,316620,26315,25597
SO25127,C25329,P1357,07-Aug-2025,19,1107130,89336,221998
SO25128,C30031,P1357,24-Oct-2025,16,932320,93296,168880
SO25129,C28085,P1886,26-Jan-2025,3,10560,1348,1793
SO25130,C33502,P1559,24-Apr-2025,4,290480,5791,55689
SO25131,C29186,P1263,26-Nov-2025,12,198720,25991,3793
SO25132,C30702,P1734,04-Sep-2025,11,633270,62310,112733
SO25133,C38030,P1750,02-Aug-2025,2,84680,7816,15946
SO25134,C21789,P1805,16-Oct-2025,13,396630,20514,32331
SO25135,C23295,P1155,30-Sep-2025,11,6490,913,352
SO25136,C11053,P1293,23-May-2025,11,26510,2156,1474
SO25137,C15062,P1445,16-Oct-2025,3,7470,119,1141
SO25138,C11098,P1184,08-Jun-2025,2,142480,20323,12223
SO25139,C19089,P1673,27-Jan-2025,12,348840,428,107608
SO25140,C14838,P1838,05-Oct-2025,15,60450,1627,6548
SO25141,C22686,P1953,07-Mar-2025,15,977400,57899,193366
SO25142,C27773,P1178,09-Apr-2025,18,780840,83561,106321
SO25143,C19129,P1395,03-Oct-2025,18,892800,44656,222608
SO25144,C17924,P1524,08-Dec-2025,7,415520,24630,98416
SO25145,C37454,P1026,11-Jul-2025,5,292650,37790,26180
SO25146,C19178,P1991,21-Dec-2025,18,807480,1905,188013
SO25147,C35711,P1172,19-Aug-2025,11,278850,31631,38109
SO25148,C15906,P1145,22-Nov-2025,9,44010,4647,1608
SO25149,C38211,P1294,09-Jan-2025,9,474930,60242,17626
SO25150,C20332,P1023,18-Feb-2025,4,90280,9423,4533
SO25151,C38573,P1812,20-Jun-2025,2,135500,13805,24177
SO25152,C15628,P1286,03-Apr-2025,12,1024320,80941,226247
SO25153,C12714,P1976,19-Nov-2025,15,904350,89794,142856
SO25154,C20299,P1586,08-Feb-2025,10,496000,54190,94190
SO25155,C28657,P1852,11-Dec-2025,5,185800,12726,14359
SO25156,C16223,P1967,12-Jul-2025,15,975900,56601,105774
SO25157,C38721,P1600,13-Aug-2025,5,11650,514,2951
SO25158,C37138,P1205,18-Feb-2025,16,61600,1565,7251
SO25159,C31733,P1529,25-Oct-2025,8,521920,62828,55772
SO25160,C17319,P1174,09-Jan-2025,14,216860,27249,16641
SO25161,C21417,P1059,24-Jun-2025,2,102800,1589,24309
SO25162,C33257,P1436,27-Dec-2025,4,4080,217,551
SO25163,C19834,P1106,11-Nov-2025,2,89620,284,11488
SO25164,C25726,P1815,05-Nov-2025,14,357280,34129,12771
SO25165,C25411,P1453,21-Jun-2025,2,168780,9507,41513
SO25166,C36164,P1617,09-Jul-2025,10,375500,52380,40090
SO25167,C13409,P1413,09-Jul-2025,14,102340,1780,27984
SO25168,C19874,P1689,23-Jan-2025,18,883980,75896,53182
SO25169,C16662,P1090,07-Mar-2025,10,556800,50926,56044
SO25170,C30052,P1303,11-Jan-2025,14,173180,8106,25788
SO25171,C27158,P1678,12-Nov-2025,10,254100,18858,59492
SO25172,C19898,P1907,08-Jul-2025,17,44880,6402,7011
SO25173,C26925,P1265,10-Sep-2025,16,605440,6910,79970
SO25174,C33820,P1381,19-Jan-2025,18,429660,58212,56736
SO25175,C12128,P1819,04-Mar-2025,17,1037680,147538,152104
SO25176,C36873,P1805,10-Aug-2025,9,274590,31616,4969
SO25177,C36929,P1060,17-Dec-2025,17,503540,166,117304
SO25178,C31568,P1386,13-Mar-2025,4,154400,18176,3312
SO25179,C38240,P1634,31-Mar-2025,5,288400,21847,45253
SO25180,C24264,P1566,26-Oct-2025,7,160860,16197,28645
SO25181,C22118,P1189,02-Dec-2025,17,176800,23203,21082
SO25182,C10196,P1625,08-Feb-2025,4,184720,18035,39201
SO25183,C28186,P1752,13-May-2025,19,578740,62647,31821
SO25184,C21046,P1079,06-Jul-2025,7,333060,35109,55499
SO25185,C14791,P1911,13-Mar-2025,9,432270,13461,76098
SO25186,C36819,P1942,18-Apr-2025,6,196980,25048,13652
SO25187,C37968,P1785,22-Jul-2025,9,184860,24041,30544
SO25188,C15029,P1984,18-Nov-2025,8,1920,112,224
SO25189,C21830,P1705,15-Sep-2025,10,737500,16152,184548
SO25190,C32629,P1894,17-Feb-2025,17,932620,30534,209166
SO25191,C19334,P1139,26-Apr-2025,17,94350,6365,20155
SO25192,C27544,P1605,20-Jul-2025,16,609600,48552,132392
SO25193,C23911,P1092,12-Aug-2025,3,219180,24888,18717
SO25194,C30656,P1896,16-Nov-2025,2,116400,14981,10611
SO25195,C22135,P1487,01-Jul-2025,5,287050,14352,36638
SO25196,C21382,P1413,16-Apr-2025,10,73100,7632,13628
SO25197,C30949,P1118,03-Aug-2025,5,77700,7065,5770
SO25198,C26862,P1294,14-Mar-2025,18,949860,57781,97955
SO25199,C23508,P1749,05-Aug-2025,6,158520,22145,5221
SO25200,C32437,P1381,15-Sep-2025,15,358050,12207,83583
SO25201,C26757,P1197,17-Sep-2025,4,184240,3658,31974
SO25202,C38335,P1813,02-Sep-2025,15,456000,64704,19806
SO25203,C21671,P1935,23-Aug-2025,12,371280,2194,88442
SO25204,C21760,P1785,10-Sep-2025,1,20540,630,5435
SO25205,C15882,P1238,24-Jun-2025,16,356000,36906,58726
SO25206,C29088,P1851,30-Dec-2025,16,408640,38219,31205
SO25207,C30911,P1941,19-Jun-2025,7,398300,47828,7773
SO25208,C32912,P1454,31-May-2025,2,110920,2869,26759
SO25209,C21312,P1006,21-Jul-2025,8,155520,10199,27489
SO25210,C22707,P1476,01-May-2025,19,394060,21117,47530
SO25211,C30319,P1822,16-Aug-2025,4,208040,13462,36390
SO25212,C19882,P1877,16-May-2025,14,506380,35072,100896
SO25213,C10687,P1062,06-Mar-2025,7,431760,58402,41530
SO25214,C26956,P1746,11-Dec-2025,11,693770,89265,40018
SO25215,C37972,P1683,13-Feb-2025,14,847560,53680,170628
SO25216,C12784,P1774,29-Jul-2025,18,835740,93061,149381
SO25217,C34412,P1371,24-Apr-2025,11,824780,92457,78340
SO25218,C14414,P1120,30-Oct-2025,15,350400,21967,84983
SO25219,C24144,P1044,11-Nov-2025,15,813750,38227,107243
SO25220,C33587,P1612,15-Nov-2025,13,52520,1263,13700
SO25221,C21707,P1016,06-Apr-2025,6,55260,4300,10826
SO25222,C12750,P1760,03-Nov-2025,14,988960,38868,148480
SO25223,C19495,P1293,30-Mar-2025,8,19280,2427,213
SO25224,C35808,P1133,04-Jul-2025,6,437520,44724,63762
SO25225,C30748,P1281,24-Oct-2025,18,21420,1614,1536
SO25226,C14615,P1803,14-Jan-2025,17,780300,108399,133426
SO25227,C36467,P1858,25-Jan-2025,2,138000,8498,18580
SO25228,C31368,P1272,08-May-2025,15,985500,119648,180757
SO25229,C24690,P1896,07-Dec-2025,2,116400,2310,23282
SO25230,C10640,P1902,21-Feb-2025,2,114120,16443,14621
SO25231,C10962,P1538,06-Apr-2025,15,1202400,111116,234874
SO25232,C24215,P1229,12-Jan-2025,16,7200,134,1786
SO25233,C37496,P1170,24-Aug-2025,17,1026970,78606,171991
SO25234,C36572,P1848,22-Apr-2025,14,478520,26927,112989
SO25235,C29111,P1871,14-Sep-2025,10,112500,8242,13178
SO25236,C30980,P1735,29-Apr-2025,19,439850,10550,53423
SO25237,C39113,P1258,14-Apr-2025,9,459000,5217,81642
SO25238,C27360,P1906,11-Aug-2025,5,700,66,89
SO25239,C14415,P1215,19-Feb-2025,1,59940,3065,14233
SO25240,C39360,P1560,14-Jun-2025,4,35360,3607,6313
SO25241,C13635,P1808,21-Jul-2025,15,1023300,63108,143652
SO25242,C15124,P1724,03-Sep-2025,2,49760,1130,7020
SO25243,C18457,P1617,02-Apr-2025,12,450600,32072,78892
SO25244,C18751,P1611,20-Jul-2025,3,75420,9848,5065
SO25245,C21049,P1035,17-Oct-2025,16,325920,43426,43086
SO25246,C39971,P1578,25-May-2025,16,115360,14515,13565
SO25247,C27199,P1009,15-May-2025,2,11480,122,2888
SO25248,C26394,P1166,09-Feb-2025,13,656500,62256,79769
SO25249,C16309,P1717,20-Jun-2025,6,275160,9873,62037
SO25250,C11709,P1133,22-Jul-2025,6,437520,46773,61713
SO25251,C20224,P1674,29-Oct-2025,12,468240,13550,76654
SO25252,C18170,P1639,26-Jun-2025,19,1230060,131304,196161
SO25253,C19905,P1810,21-Mar-2025,1,70500,2855,14960
SO25254,C34235,P1066,29-Oct-2025,11,234080,33370,32740
SO25255,C29044,P1327,24-Jun-2025,17,69700,4247,8826
SO25256,C10272,P1736,21-Sep-2025,6,280200,17992,29036
SO25257,C37428,P1348,17-Oct-2025,7,563080,70414,79141
SO25258,C20826,P1888,10-Oct-2025,15,392850,16074,48381
SO25259,C38876,P1026,26-Nov-2025,18,1053540,83907,146385
SO25260,C19712,P1020,13-Dec-2025,9,559530,54327,99645
SO25261,C37577,P1810,30-Apr-2025,3,211500,10102,43343
SO25262,C11014,P1436,03-Feb-2025,9,9180,499,1229
SO25263,C12266,P1190,06-Sep-2025,6,212100,17105,27259
SO25264,C15239,P1413,21-Feb-2025,5,36550,4226,6404
SO25265,C24688,P1080,03-Dec-2025,7,313040,3248,42742
SO25266,C34463,P1245,21-May-2025,5,283400,3030,39580
SO25267,C17983,P1599,05-May-2025,17,183940,18678,29602
SO25268,C32328,P1799,18-Jan-2025,14,526680,18645,106011
SO25269,C18942,P1235,14-Jul-2025,9,494280,3719,78748
SO25270,C32134,P1476,14-Nov-2025,13,269620,24400,22569
SO25271,C22554,P1224,17-Jul-2025,7,137480,14461,15583
SO25272,C24208,P1704,30-Jun-2025,11,102850,9941,15799
SO25273,C36174,P1187,18-Jun-2025,3,88230,6355,11540
SO25274,C21856,P1202,16-Apr-2025,15,1049400,46167,145323
SO25275,C23404,P1772,06-Oct-2025,11,585200,64218,68552
SO25276,C20890,P1031,15-Apr-2025,16,979840,49477,89019
SO25277,C21761,P1095,08-May-2025,6,132000,4371,14163
SO25278,C12461,P1685,27-Sep-2025,7,224350,23842,43162
SO25279,C11904,P1979,28-Jan-2025,3,155520,18881,25444
SO25280,C32575,P1546,07-Jun-2025,13,614900,5768,108411
SO25281,C25493,P1893,08-Sep-2025,10,16800,1745,2155
SO25282,C27715,P1457,22-Nov-2025,3,77040,3687,20109
SO25283,C38038,P1328,29-Jul-2025,15,803550,104786,55129
SO25284,C19793,P1272,29-May-2025,19,1248300,152170,228343
SO25285,C11194,P1495,12-Mar-2025,2,41360,3762,3726
SO25286,C22516,P1494,12-Jan-2025,13,336570,36245,30393
SO25287,C31071,P1378,16-Apr-2025,9,111690,8033,25897
SO25288,C37081,P1942,21-Oct-2025,10,328300,16264,48236
SO25289,C38677,P1035,03-Sep-2025,16,325920,41337,45175
SO25290,C11337,P1273,25-Sep-2025,1,46440,4980,7168
SO25291,C18094,P1298,08-Dec-2025,18,1282860,180886,174740
SO25292,C37001,P1265,25-Feb-2025,18,681120,73768,23972
SO25293,C35646,P1356,27-Sep-2025,17,452880,31808,48568
