Purchase_ID,Supplier_ID,Product_ID,Order_Date,Received_Date,Quantity,Purchase_Cost,Status
PO12790,S093,P1312,31-Jan-2025,18-Feb-2025,2661,53055018,Completed
PO12791,S100,P1302,06-Mar-2025,20-Mar-2025,367,36333,Completed
PO12792,S003,P1162,15-Dec-2025,28-Dec-2025,3513,46919628,Completed
PO12793,S030,P1543,18-Mar-2025,27-Mar-2025,1323,24863139,Completed
PO12794,S070,P1357,01-Apr-2025,19-Apr-2025,1246,52187464,Completed
PO12795,S048,P1561,25-Mar-2025,18-Apr-2025,2651,101098536,Completed
PO12796,S039,P1384,06-Mar-2025,25-Mar-2025,4868,8080880,Completed
PO12797,S093,P1443,12-Jul-2025,15-Jul-2025,2612,84560888,Completed
PO12798,S044,P1747,10-Jul-2025,13-Jul-2025,3249,2508228,Completed
PO12799,S084,P1935,24-Sep-2025,18-Oct-2025,198,4630626,Pending
PO12800,S041,P1180,27-Feb-2025,21-Mar-2025,817,45056733,Partially Received
PO12801,S034,P1174,19-Aug-2025,03-Sep-2025,170,2100350,Pending
PO12802,S062,P1980,29-Aug-2025,11-Sep-2025,98,2932846,Completed
PO12803,S091,P1243,31-Jan-2025,10-Feb-2025,3511,193505254,Completed
PO12804,S071,P1822,01-Oct-2025,21-Oct-2025,1964,77670308,Partially Received
PO12805,S062,P1962,16-Mar-2025,20-Mar-2025,147,3903732,Completed
PO12806,S054,P1895,30-Oct-2025,07-Nov-2025,2375,99685875,Completed
PO12807,S044,P1686,09-Jan-2025,20-Jan-2025,1012,9611976,Pending
PO12808,S100,P1436,16-May-2025,04-Jun-2025,3580,2964240,Completed
PO12809,S075,P1358,11-May-2025,26-May-2025,3694,1148834,Completed
PO12810,S015,P1782,06-Apr-2025,22-Apr-2025,3471,28948140,Completed
PO12811,S083,P1668,14-Dec-2025,20-Dec-2025,1825,26641350,Completed
PO12812,S060,P1928,23-Nov-2025,13-Dec-2025,724,12544748,Completed
PO12813,S025,P1972,25-Mar-2025,02-Apr-2025,3308,148846768,Completed
PO12814,S026,P1378,22-Nov-2025,03-Dec-2025,2622,22654080,Completed
PO12815,S071,P1779,21-May-2025,24-May-2025,2813,24205865,Completed
PO12816,S057,P1820,15-Dec-2025,31-Dec-2025,4779,29118447,Completed
PO12817,S062,P1788,24-Sep-2025,04-Oct-2025,4488,7849512,Completed
PO12818,S090,P1334,28-Jan-2025,21-Feb-2025,1551,9020616,Completed
PO12819,S058,P1577,10-Sep-2025,30-Sep-2025,2635,6139550,Completed
PO12820,S093,P1443,14-Oct-2025,05-Nov-2025,1744,56460256,Partially Received
PO12821,S081,P1393,10-Jan-2025,16-Jan-2025,2494,38519830,Completed
PO12822,S021,P1276,17-Apr-2025,22-Apr-2025,1615,5581440,Completed
PO12823,S020,P1234,16-Aug-2025,03-Sep-2025,2870,27583570,Completed
PO12824,S050,P1226,20-Jun-2025,07-Jul-2025,792,33805728,Pending
PO12825,S053,P1593,21-Jul-2025,13-Aug-2025,2075,46141775,Partially Received
PO12826,S087,P1236,27-Apr-2025,06-May-2025,262,10588992,Completed
PO12827,S057,P1866,13-Jan-2025,29-Jan-2025,3477,205410729,Completed
PO12828,S008,P1423,27-Apr-2025,30-Apr-2025,2878,30201732,Completed
PO12829,S083,P1058,28-Oct-2025,31-Oct-2025,1818,65746152,Partially Received
PO12830,S082,P1306,06-Dec-2025,27-Dec-2025,4014,85349682,Completed
PO12831,S065,P1145,09-Oct-2025,19-Oct-2025,1455,6103725,Partially Received
PO12832,S069,P1913,19-Jul-2025,02-Aug-2025,1694,30102380,Completed
PO12833,S047,P1340,16-Sep-2025,06-Oct-2025,378,13708926,Completed
PO12834,S022,P1725,16-Mar-2025,31-Mar-2025,3675,60777150,Completed
PO12835,S023,P1884,26-Jan-2025,14-Feb-2025,1727,19535824,Completed
PO12836,S063,P1594,26-Jun-2025,12-Jul-2025,4357,197759873,Completed
PO12837,S030,P1049,29-Apr-2025,10-May-2025,2707,28537194,Completed
PO12838,S095,P1198,10-Mar-2025,17-Mar-2025,2412,37381176,Completed
PO12839,S020,P1280,11-Jul-2025,02-Aug-2025,3662,82845426,Partially Received
PO12840,S017,P1392,07-Jan-2025,20-Jan-2025,2918,68027334,Cancelled
PO12841,S057,P1343,14-Mar-2025,25-Mar-2025,2575,101787175,Completed
PO12842,S032,P1227,14-Feb-2025,18-Feb-2025,881,31488702,Completed
PO12843,S016,P1937,24-Sep-2025,09-Oct-2025,2864,83104688,Completed
PO12844,S005,P1093,17-Jul-2025,30-Jul-2025,2788,29541648,Completed
PO12845,S050,P1604,12-Mar-2025,25-Mar-2025,1578,30272352,Completed
PO12846,S072,P1253,07-Oct-2025,13-Oct-2025,636,10528980,Completed
PO12847,S056,P1466,07-Dec-2025,26-Dec-2025,121,3765762,Pending
PO12848,S011,P1318,06-Sep-2025,25-Sep-2025,1343,73817995,Completed
PO12849,S006,P1475,16-Jul-2025,09-Aug-2025,3932,57163416,Completed
PO12850,S005,P1093,16-Jul-2025,20-Jul-2025,3460,36662160,Pending
PO12851,S019,P1905,31-Mar-2025,23-Apr-2025,1669,64109628,Completed
PO12852,S009,P1194,21-Feb-2025,16-Mar-2025,4533,22932447,Completed
PO12853,S062,P1122,02-Sep-2025,06-Sep-2025,316,11339976,Completed
PO12854,S062,P1097,01-Feb-2025,24-Feb-2025,1863,76116591,Completed
PO12855,S020,P1465,01-Jun-2025,10-Jun-2025,1153,9177880,Completed
PO12856,S054,P1826,25-Nov-2025,06-Dec-2025,4789,146993566,Partially Received
PO12857,S076,P1107,06-Apr-2025,25-Apr-2025,2484,3929688,Completed
PO12858,S062,P1962,21-Jul-2025,13-Aug-2025,3529,93716124,Completed
PO12859,S066,P1143,21-Aug-2025,08-Sep-2025,2681,85510495,Completed
PO12860,S043,P1449,14-Nov-2025,07-Dec-2025,2431,27533506,Cancelled
PO12861,S021,P1276,26-Mar-2025,14-Apr-2025,926,3200256,Completed
PO12862,S053,P1593,30-Jul-2025,05-Aug-2025,53,1178561,Completed
PO12863,S074,P1407,08-Jul-2025,16-Jul-2025,4064,180880512,Completed
PO12864,S094,P1016,17-Feb-2025,13-Mar-2025,3241,21679049,Completed
PO12865,S084,P1506,20-Oct-2025,24-Oct-2025,4347,70816977,Completed
PO12866,S093,P1157,27-Mar-2025,19-Apr-2025,1141,6037031,Completed
PO12867,S011,P1526,11-Nov-2025,17-Nov-2025,3779,16449987,Completed
PO12868,S098,P1649,14-Jul-2025,01-Aug-2025,2925,96642000,Partially Received
PO12869,S038,P1195,09-Oct-2025,16-Oct-2025,2818,54415580,Completed
PO12870,S071,P1822,09-Aug-2025,12-Aug-2025,1255,49631485,Completed
PO12871,S039,P1339,05-Jan-2025,16-Jan-2025,3601,173373746,Completed
PO12872,S050,P1973,27-Oct-2025,05-Nov-2025,2146,28239214,Completed
PO12873,S010,P1764,18-Oct-2025,04-Nov-2025,1826,94920958,Completed
PO12874,S023,P1739,19-May-2025,05-Jun-2025,1348,30143976,Completed
PO12875,S056,P1440,23-Jul-2025,01-Aug-2025,502,9974238,Completed
PO12876,S013,P1780,11-Oct-2025,17-Oct-2025,2353,37993891,Pending
PO12877,S094,P1099,11-Aug-2025,02-Sep-2025,1013,47978719,Completed
PO12878,S045,P1095,16-Aug-2025,26-Aug-2025,2583,48847113,Completed
PO12879,S022,P1752,05-Apr-2025,29-Apr-2025,3815,97236720,Completed
PO12880,S004,P1838,28-Oct-2025,19-Nov-2025,4144,14441840,Cancelled
PO12881,S089,P1222,06-Mar-2025,28-Mar-2025,1126,20427892,Completed
PO12882,S039,P1339,13-Aug-2025,25-Aug-2025,1920,92440320,Completed
PO12883,S100,P1436,09-Jan-2025,20-Jan-2025,3257,2696796,Cancelled
PO12884,S034,P1771,09-Sep-2025,20-Sep-2025,2020,68162880,Partially Received
PO12885,S046,P1178,13-Nov-2025,26-Nov-2025,4235,139039285,Completed
PO12886,S075,P1718,06-Nov-2025,24-Nov-2025,1028,41831376,Completed
PO12887,S013,P1732,30-Jan-2025,16-Feb-2025,4786,95011672,Pending
PO12888,S050,P1498,25-Jul-2025,06-Aug-2025,3100,163590100,Completed
PO12889,S068,P1124,05-Aug-2025,23-Aug-2025,3597,95467977,Completed
PO12890,S085,P1322,27-May-2025,31-May-2025,3983,234734122,Completed
PO12891,S039,P1702,06-Sep-2025,24-Sep-2025,2724,5502480,Completed
PO12892,S062,P1821,12-Feb-2025,06-Mar-2025,3816,180672336,Completed
PO12893,S019,P1905,13-Dec-2025,26-Dec-2025,4887,187719444,Completed
PO12894,S058,P1938,02-Jun-2025,12-Jun-2025,4353,81209568,Pending
PO12895,S072,P1958,17-May-2025,03-Jun-2025,1195,66836350,Partially Received
PO12896,S063,P1798,08-Feb-2025,15-Feb-2025,4117,170987244,Completed
PO12897,S014,P1995,26-Jul-2025,09-Aug-2025,3459,155291805,Completed
PO12898,S094,P1738,11-Jul-2025,29-Jul-2025,4009,32657314,Completed
PO12899,S024,P1374,23-Apr-2025,15-May-2025,3480,151846320,Completed
PO12900,S093,P1931,19-Jul-2025,31-Jul-2025,2432,13526784,Completed
PO12901,S070,P1269,03-Dec-2025,19-Dec-2025,3305,54486230,Completed
PO12902,S097,P1975,04-Feb-2025,25-Feb-2025,2222,40815918,Completed
PO12903,S004,P1628,29-Nov-2025,02-Dec-2025,2108,78031836,Completed
PO12904,S016,P1832,01-Feb-2025,12-Feb-2025,3606,50350578,Completed
PO12905,S083,P1963,27-Jul-2025,31-Jul-2025,1217,24870612,Completed
PO12906,S053,P1915,01-Sep-2025,15-Sep-2025,1515,18140610,Pending
PO12907,S032,P1415,01-Apr-2025,06-Apr-2025,3929,55190663,Completed
PO12908,S026,P1117,21-Jan-2025,08-Feb-2025,2063,104457942,Cancelled
PO12909,S052,P1380,01-Mar-2025,18-Mar-2025,1020,17680680,Completed
PO12910,S047,P1022,16-Apr-2025,20-Apr-2025,2966,52234226,Completed
PO12911,S068,P1536,15-Feb-2025,21-Feb-2025,2827,129521832,Completed
PO12912,S046,P1744,05-Apr-2025,14-Apr-2025,2649,5896674,Completed
PO12913,S065,P1672,22-Nov-2025,12-Dec-2025,232,4898216,Completed
PO12914,S047,P1412,03-May-2025,12-May-2025,3935,98496985,Completed
PO12915,S009,P1194,28-Jun-2025,04-Jul-2025,4103,20757077,Completed
PO12916,S095,P1014,25-Feb-2025,07-Mar-2025,3208,113624152,Partially Received
PO12917,S080,P1617,02-Feb-2025,18-Feb-2025,3706,104890918,Completed
PO12918,S017,P1978,06-Nov-2025,25-Nov-2025,342,4294836,Completed
PO12919,S026,P1930,20-Mar-2025,07-Apr-2025,322,14519302,Completed
PO12920,S003,P1897,16-Sep-2025,26-Sep-2025,403,6375057,Completed
PO12921,S008,P1423,27-Nov-2025,01-Dec-2025,1511,15856434,Completed
PO12922,S032,P1726,20-Jan-2025,23-Jan-2025,263,9238927,Completed
PO12923,S018,P1303,15-Sep-2025,25-Sep-2025,52,517348,Cancelled
PO12924,S082,P1224,02-Sep-2025,22-Sep-2025,4499,69050652,Completed
PO12925,S007,P1696,01-Oct-2025,21-Oct-2025,2327,82371146,Completed
PO12926,S063,P1003,25-Sep-2025,11-Oct-2025,393,15102597,Partially Received
PO12927,S015,P1921,30-Jul-2025,21-Aug-2025,112,1734432,Completed
PO12928,S030,P1190,19-Jun-2025,01-Jul-2025,568,15879008,Completed
PO12929,S012,P1125,10-Jul-2025,31-Jul-2025,4180,34969880,Completed
PO12930,S028,P1365,30-Jan-2025,13-Feb-2025,376,18392792,Completed
PO12931,S032,P1726,19-Feb-2025,08-Mar-2025,4746,166722234,Completed
PO12932,S047,P1472,05-Oct-2025,21-Oct-2025,435,3478260,Pending
PO12933,S044,P1521,27-Oct-2025,31-Oct-2025,1560,492960,Completed
PO12934,S031,P1986,11-Mar-2025,01-Apr-2025,4621,237353044,Completed
PO12935,S087,P1430,02-Aug-2025,09-Aug-2025,760,6709280,Completed
PO12936,S100,P1261,18-Apr-2025,03-May-2025,2566,19278358,Completed
PO12937,S051,P1950,05-Jan-2025,20-Jan-2025,94,3119108,Completed
PO12938,S013,P1158,28-Oct-2025,03-Nov-2025,2375,86801500,Completed
PO12939,S088,P1900,19-May-2025,08-Jun-2025,2913,143631291,Completed
PO12940,S087,P1288,08-Apr-2025,15-Apr-2025,4569,17663754,Completed
PO12941,S047,P1118,20-Sep-2025,25-Sep-2025,1816,23558968,Cancelled
PO12942,S019,P1618,18-Jul-2025,08-Aug-2025,1539,55399383,Pending
PO12943,S043,P1252,27-Mar-2025,16-Apr-2025,1859,21601580,Partially Received
PO12944,S034,P1086,09-Dec-2025,24-Dec-2025,4157,190785515,Pending
PO12945,S088,P1647,01-Aug-2025,22-Aug-2025,3747,32033103,Completed
PO12946,S015,P1806,18-Jun-2025,04-Jul-2025,1932,60720828,Partially Received
PO12947,S060,P1608,18-Apr-2025,24-Apr-2025,2106,126284184,Completed
PO12948,S079,P1185,28-Mar-2025,20-Apr-2025,1590,17044800,Partially Received
PO12949,S066,P1735,07-Sep-2025,15-Sep-2025,995,19684085,Completed
PO12950,S042,P1855,16-Feb-2025,06-Mar-2025,4512,236203200,Completed
PO12951,S063,P1062,16-May-2025,28-May-2025,1585,75135340,Completed
PO12952,S055,P1267,20-Mar-2025,11-Apr-2025,4243,176271192,Completed
PO12953,S051,P1352,03-May-2025,22-May-2025,2412,5928696,Completed
PO12954,S093,P1651,22-Apr-2025,07-May-2025,3692,44518136,Completed
PO12955,S062,P1097,28-Aug-2025,09-Sep-2025,3199,130701543,Completed
PO12956,S092,P1192,19-Oct-2025,28-Oct-2025,4544,13159424,Completed
PO12957,S054,P1061,03-Apr-2025,10-Apr-2025,986,27778578,Completed
PO12958,S025,P1424,02-Sep-2025,16-Sep-2025,1231,51814021,Completed
PO12959,S018,P1303,05-May-2025,08-May-2025,2583,25698267,Completed
PO12960,S092,P1325,29-Apr-2025,02-May-2025,4743,268581861,Completed
PO12961,S058,P1577,03-Dec-2025,20-Dec-2025,212,493960,Cancelled
PO12962,S016,P1914,30-Jul-2025,23-Aug-2025,4300,241905100,Completed
PO12963,S092,P1192,17-Aug-2025,01-Sep-2025,1598,4627808,Completed
PO12964,S034,P1174,18-Nov-2025,07-Dec-2025,4777,59019835,Completed
PO12965,S017,P1762,19-Sep-2025,09-Oct-2025,3549,61184760,Completed
PO12966,S054,P1597,03-Jul-2025,15-Jul-2025,3470,179454520,Completed
PO12967,S033,P1934,18-Apr-2025,11-May-2025,2451,91179651,Partially Received
PO12968,S068,P1518,03-Nov-2025,24-Nov-2025,4952,168070880,Completed
PO12969,S016,P1914,24-Jul-2025,14-Aug-2025,1088,61207616,Completed
PO12970,S084,P1164,07-Mar-2025,24-Mar-2025,549,3776022,Completed
PO12971,S077,P1635,23-Jun-2025,14-Jul-2025,1024,53339136,Completed
PO12972,S094,P1738,03-Dec-2025,11-Dec-2025,2584,21049264,Completed
PO12973,S096,P1673,07-Feb-2025,23-Feb-2025,597,11979999,Completed
PO12974,S048,P1857,17-Apr-2025,30-Apr-2025,1606,66703604,Completed
PO12975,S078,P1497,29-Sep-2025,14-Oct-2025,4104,150875352,Completed
PO12976,S060,P1471,15-Feb-2025,07-Mar-2025,836,815100,Pending
PO12977,S064,P1613,30-Jul-2025,20-Aug-2025,2154,119193744,Completed
PO12978,S032,P1569,11-Sep-2025,14-Sep-2025,108,1042092,Completed
PO12979,S057,P1316,15-Feb-2025,28-Feb-2025,4325,14968825,Completed
PO12980,S040,P1333,09-Aug-2025,16-Aug-2025,3386,47200840,Completed
PO12981,S081,P1589,12-Nov-2025,25-Nov-2025,4571,65429294,Cancelled
PO12982,S070,P1112,30-Jul-2025,05-Aug-2025,4009,119295813,Completed
PO12983,S007,P1606,15-Feb-2025,27-Feb-2025,4979,76641747,Completed
PO12984,S048,P1354,22-Sep-2025,12-Oct-2025,881,45834906,Completed
PO12985,S013,P1801,13-Jul-2025,17-Jul-2025,2424,123856704,Cancelled
PO12986,S013,P1732,16-Sep-2025,07-Oct-2025,1274,25291448,Completed
PO12987,S038,P1279,16-Nov-2025,01-Dec-2025,3702,8751528,Completed
PO12988,S022,P1656,23-Nov-2025,26-Nov-2025,633,32240589,Partially Received
PO12989,S027,P1153,11-Mar-2025,27-Mar-2025,839,33127915,Completed
PO12990,S062,P1980,04-Jan-2025,22-Jan-2025,1585,47434295,Completed
PO12991,S020,P1943,11-Sep-2025,28-Sep-2025,382,11544422,Completed
PO12992,S020,P1280,27-Jun-2025,18-Jul-2025,3528,79813944,Completed
PO12993,S078,P1047,02-Apr-2025,20-Apr-2025,2959,20141913,Completed
PO12994,S089,P1693,30-Aug-2025,14-Sep-2025,4309,214277952,Completed
PO12995,S044,P1201,18-Jul-2025,26-Jul-2025,2793,157265451,Completed
PO12996,S047,P1769,10-Apr-2025,14-Apr-2025,1901,59067872,Completed
PO12997,S056,P1843,11-Jun-2025,30-Jun-2025,1993,59750140,Pending
PO12998,S087,P1187,05-Dec-2025,27-Dec-2025,2070,48531150,Completed
PO12999,S002,P1438,13-Jul-2025,02-Aug-2025,1432,24159272,Completed
PO13000,S096,P1070,23-Jul-2025,26-Jul-2025,4524,267467928,Completed
PO13001,S082,P1189,16-Jul-2025,30-Jul-2025,760,5924200,Completed
PO13002,S062,P1152,22-Apr-2025,13-May-2025,2301,125204313,Partially Received
PO13003,S032,P1765,20-Apr-2025,14-May-2025,3452,100045864,Partially Received
PO13004,S056,P1632,08-Dec-2025,14-Dec-2025,1602,6223770,Cancelled
PO13005,S011,P1105,11-May-2025,18-May-2025,171,8465697,Completed
PO13006,S091,P1513,07-Oct-2025,27-Oct-2025,434,2306710,Completed
PO13007,S076,P1146,06-Aug-2025,15-Aug-2025,1447,70837885,Completed
PO13008,S008,P1423,08-May-2025,27-May-2025,539,5656266,Completed
PO13009,S062,P1152,28-Sep-2025,17-Oct-2025,2241,121939533,Completed
PO13010,S001,P1760,16-Jan-2025,09-Feb-2025,4114,235559412,Completed
PO13011,S061,P1849,01-Apr-2025,12-Apr-2025,890,18497760,Completed
PO13012,S054,P1581,04-Feb-2025,11-Feb-2025,1341,37294551,Completed
PO13013,S080,P1909,05-Oct-2025,19-Oct-2025,131,1254980,Completed
PO13014,S047,P1713,28-Oct-2025,10-Nov-2025,726,24623742,Partially Received
PO13015,S001,P1297,24-Feb-2025,01-Mar-2025,4460,39769820,Completed
PO13016,S006,P1257,07-Apr-2025,20-Apr-2025,4962,185955912,Partially Received
PO13017,S018,P1303,26-Feb-2025,21-Mar-2025,759,7551291,Pending
PO13018,S014,P1089,25-Apr-2025,29-Apr-2025,3827,89448471,Completed
PO13019,S038,P1678,13-Apr-2025,16-Apr-2025,1436,25237700,Completed
PO13020,S078,P1841,06-Apr-2025,27-Apr-2025,2412,41088420,Completed
PO13021,S060,P1013,06-May-2025,22-May-2025,3245,127979555,Partially Received
PO13022,S078,P1047,14-May-2025,17-May-2025,2954,20107878,Completed
PO13023,S007,P1359,23-Mar-2025,31-Mar-2025,4312,9827048,Completed
PO13024,S050,P1347,02-Sep-2025,06-Sep-2025,4214,141476622,Completed
PO13025,S090,P1461,27-Feb-2025,13-Mar-2025,1897,19207125,Completed
PO13026,S084,P1582,21-Oct-2025,05-Nov-2025,643,13629671,Completed
PO13027,S015,P1921,13-May-2025,04-Jun-2025,1331,20611866,Completed
PO13028,S075,P1358,11-Apr-2025,01-May-2025,4065,1264215,Completed
PO13029,S100,P1602,01-Sep-2025,16-Sep-2025,1490,84263970,Completed
PO13030,S038,P1678,22-Nov-2025,26-Nov-2025,4247,74641025,Completed
PO13031,S096,P1006,07-Feb-2025,12-Feb-2025,4894,72083726,Completed
PO13032,S063,P1742,13-Aug-2025,23-Aug-2025,545,29194015,Completed
PO13033,S053,P1090,25-May-2025,08-Jun-2025,302,13584866,Pending
PO13034,S055,P1789,24-Nov-2025,05-Dec-2025,1962,29169054,Completed
PO13035,S002,P1142,16-Oct-2025,27-Oct-2025,3064,3137536,Completed
PO13036,S026,P1445,18-Feb-2025,09-Mar-2025,978,2024460,Completed
PO13037,S009,P1194,06-Jul-2025,10-Jul-2025,2269,11478871,Pending
PO13038,S019,P1474,08-Nov-2025,29-Nov-2025,54,3091392,Completed
PO13039,S094,P1399,19-Mar-2025,10-Apr-2025,4533,154806483,Partially Received
PO13040,S061,P1609,23-Feb-2025,12-Mar-2025,234,1202760,Partially Received
PO13041,S026,P1477,14-Jul-2025,22-Jul-2025,795,11604615,Completed
PO13042,S023,P1772,11-May-2025,02-Jun-2025,2002,82342260,Completed
PO13043,S008,P1697,28-May-2025,13-Jun-2025,1353,71649468,Pending
PO13044,S100,P1540,26-Apr-2025,05-May-2025,2903,24539059,Pending
PO13045,S099,P1650,09-Jan-2025,31-Jan-2025,3995,144930610,Completed
PO13046,S056,P1237,15-May-2025,02-Jun-2025,3342,162688560,Completed
PO13047,S001,P1603,22-Aug-2025,04-Sep-2025,3194,91131208,Completed
PO13048,S048,P1872,12-Feb-2025,23-Feb-2025,2164,73009032,Completed
PO13049,S029,P1370,08-Dec-2025,21-Dec-2025,1790,6279320,Completed
PO13050,S009,P1139,30-Sep-2025,10-Oct-2025,3878,15473220,Completed
PO13051,S064,P1613,28-Jun-2025,21-Jul-2025,4589,253936904,Completed
PO13052,S092,P1325,20-May-2025,01-Jun-2025,3347,189530569,Completed
PO13053,S094,P1197,21-Nov-2025,01-Dec-2025,1314,48817728,Completed
PO13054,S029,P1287,31-Jan-2025,03-Feb-2025,3841,16424116,Partially Received
PO13055,S083,P1008,08-Sep-2025,27-Sep-2025,2927,130992031,Completed
PO13056,S095,P1532,25-Mar-2025,02-Apr-2025,3995,54823385,Completed
PO13057,S092,P1311,27-Apr-2025,16-May-2025,3055,88582780,Completed
PO13058,S038,P1279,07-Nov-2025,16-Nov-2025,892,2108688,Completed
PO13059,S010,P1028,09-Jan-2025,17-Jan-2025,389,16301434,Completed
PO13060,S076,P1107,04-Jan-2025,23-Jan-2025,1938,3065916,Completed
PO13061,S019,P1940,20-Jan-2025,25-Jan-2025,3917,227213419,Completed
PO13062,S005,P1680,20-Sep-2025,27-Sep-2025,2392,74797840,Pending
PO13063,S060,P1608,06-Apr-2025,11-Apr-2025,4947,296641908,Cancelled
PO13064,S040,P1132,30-Jun-2025,05-Jul-2025,3280,87867920,Completed
PO13065,S009,P1535,18-Jan-2025,22-Jan-2025,1387,81429383,Pending
PO13066,S001,P1719,12-Mar-2025,22-Mar-2025,461,4838195,Completed
PO13067,S065,P1554,25-Mar-2025,02-Apr-2025,4925,142987525,Partially Received
PO13068,S072,P1253,16-Jun-2025,28-Jun-2025,4632,76682760,Completed
PO13069,S067,P1447,30-Jul-2025,22-Aug-2025,2977,51671789,Completed
PO13070,S079,P1371,18-Oct-2025,01-Nov-2025,2506,148989218,Completed
PO13071,S018,P1961,13-Feb-2025,28-Feb-2025,4397,74968850,Partially Received
PO13072,S036,P1446,09-Feb-2025,22-Feb-2025,1305,59517135,Completed
PO13073,S058,P1592,16-Nov-2025,05-Dec-2025,4295,249019805,Completed
PO13074,S050,P1209,28-May-2025,13-Jun-2025,2646,46222974,Completed
PO13075,S075,P1971,05-Jun-2025,23-Jun-2025,661,7921424,Cancelled
PO13076,S067,P1811,16-Sep-2025,22-Sep-2025,1269,62170848,Completed
PO13077,S047,P1472,17-Aug-2025,08-Sep-2025,1001,8003996,Completed
PO13078,S062,P1980,24-Aug-2025,09-Sep-2025,491,14694157,Completed
PO13079,S066,P1954,26-Sep-2025,13-Oct-2025,1640,81362040,Completed
PO13080,S004,P1069,13-May-2025,23-May-2025,1682,15195188,Completed
PO13081,S092,P1050,10-Aug-2025,23-Aug-2025,4196,79233068,Completed
PO13082,S046,P1744,08-May-2025,19-May-2025,3037,6760362,Completed
PO13083,S055,P1111,23-Jun-2025,07-Jul-2025,1174,60932948,Completed
PO13084,S099,P1650,27-Mar-2025,09-Apr-2025,1829,66352462,Completed
PO13085,S017,P1381,09-Jul-2025,12-Jul-2025,3810,66614040,Completed
PO13086,S012,P1562,18-Jul-2025,05-Aug-2025,4372,174420940,Partially Received
PO13087,S025,P1878,09-Sep-2025,03-Oct-2025,4197,1989378,Completed
PO13088,S062,P1980,09-Jan-2025,31-Jan-2025,2979,89152533,Pending
PO13089,S032,P1031,22-Oct-2025,14-Nov-2025,1808,95071872,Completed
PO13090,S002,P1745,07-Dec-2025,13-Dec-2025,4724,246054264,Completed
PO13091,S021,P1864,19-Sep-2025,30-Sep-2025,1590,53230020,Completed
PO13092,S082,P1306,06-Jan-2025,16-Jan-2025,855,18179865,Completed
PO13093,S099,P1790,20-Jun-2025,14-Jul-2025,3173,141004947,Completed
PO13094,S090,P1460,31-Aug-2025,24-Sep-2025,2955,85801380,Completed
PO13095,S061,P1645,24-Mar-2025,27-Mar-2025,1067,51062352,Completed
PO13096,S055,P1988,15-Oct-2025,08-Nov-2025,3131,114657220,Cancelled
PO13097,S070,P1357,18-Jun-2025,29-Jun-2025,2146,89883064,Completed
PO13098,S071,P1410,27-Jul-2025,07-Aug-2025,4981,277426757,Cancelled
PO13099,S013,P1893,04-Jul-2025,18-Jul-2025,1021,1317090,Completed
PO13100,S047,P1666,06-Sep-2025,30-Sep-2025,2391,3873420,Completed
PO13101,S048,P1872,03-May-2025,15-May-2025,2128,71794464,Completed
PO13102,S023,P1884,09-Nov-2025,15-Nov-2025,4797,54263664,Completed
PO13103,S088,P1647,21-Jun-2025,26-Jun-2025,3057,26134293,Completed
PO13104,S044,P1051,22-Mar-2025,10-Apr-2025,4756,118533788,Completed
PO13105,S094,P1949,04-Jan-2025,17-Jan-2025,2412,54349596,Completed
PO13106,S001,P1462,20-Jan-2025,31-Jan-2025,499,13168111,Completed
PO13107,S052,P1442,31-Oct-2025,16-Nov-2025,2635,43453785,Completed
PO13108,S039,P1383,05-Aug-2025,14-Aug-2025,4006,146138880,Completed
PO13109,S082,P1356,25-Aug-2025,13-Sep-2025,2362,51756144,Completed
PO13110,S020,P1969,20-Jun-2025,12-Jul-2025,4045,132914655,Pending
PO13111,S048,P1147,12-Aug-2025,31-Aug-2025,4231,136970163,Completed
PO13112,S016,P1832,25-Jul-2025,04-Aug-2025,1599,22326837,Completed
PO13113,S001,P1760,16-Feb-2025,28-Feb-2025,4013,229776354,Completed
PO13114,S082,P1224,26-Feb-2025,08-Mar-2025,4860,74591280,Partially Received
PO13115,S078,P1495,15-Nov-2025,30-Nov-2025,1673,28333928,Completed
PO13116,S015,P1075,05-Apr-2025,14-Apr-2025,2112,115507392,Completed
PO13117,S013,P1847,25-Mar-2025,07-Apr-2025,4076,27015728,Cancelled
PO13118,S086,P1181,05-Jan-2025,13-Jan-2025,578,13563926,Completed
PO13119,S062,P1821,18-Apr-2025,27-Apr-2025,1748,82760808,Completed
PO13120,S097,P1094,08-Jun-2025,17-Jun-2025,1874,51881690,Completed
PO13121,S088,P1960,17-Apr-2025,02-May-2025,3276,110987604,Completed
PO13122,S061,P1849,01-Aug-2025,16-Aug-2025,4397,91387248,Completed
PO13123,S009,P1179,19-Jul-2025,01-Aug-2025,1646,78975080,Completed
PO13124,S095,P1397,15-Nov-2025,04-Dec-2025,636,21578208,Pending
PO13125,S098,P1422,12-Jul-2025,17-Jul-2025,2828,59766952,Completed
PO13126,S088,P1647,13-Feb-2025,23-Feb-2025,3153,26954997,Partially Received
PO13127,S056,P1632,29-Sep-2025,06-Oct-2025,2313,8986005,Completed
PO13128,S080,P1896,12-Feb-2025,05-Mar-2025,3615,164135460,Completed
PO13129,S057,P1509,14-Sep-2025,06-Oct-2025,3802,153988604,Completed
PO13130,S053,P1659,14-Aug-2025,05-Sep-2025,2926,101734094,Completed
PO13131,S065,P1106,01-May-2025,11-May-2025,3743,145692532,Completed
