Shipment_ID,Order_ID,Warehouse_ID,Shipment_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status
SH24167,SO24167,W012,04-May-2025,09-May-2025,Rail,2007,Delivered
SH24168,SO24168,W011,16-Feb-2025,18-Feb-2025,Rail,1088,In Transit
SH24169,SO24169,W007,29-Aug-2025,31-Aug-2025,Road,5855,Delivered
SH24170,SO24170,W012,05-Dec-2025,07-Dec-2025,Air,3681,Delivered
SH24171,SO24171,W005,21-Aug-2025,23-Aug-2025,Road,1122,In Transit
SH24172,SO24172,W019,29-Jul-2025,04-Aug-2025,Road,6425,Delivered
SH24173,SO24173,W006,09-Jul-2025,18-Jul-2025,Road,3829,Delayed
SH24174,SO24174,W014,06-Jul-2025,08-Jul-2025,Sea,4764,Delivered
SH24175,SO24175,W009,13-Dec-2025,21-Dec-2025,Road,2281,Delivered
SH24176,SO24176,W011,17-May-2025,20-May-2025,Rail,4761,Delivered
SH24177,SO24177,W003,26-Jun-2025,03-Jul-2025,Road,2158,Delivered
SH24178,SO24178,W007,08-Nov-2025,15-Nov-2025,Road,7582,Delivered
SH24179,SO24179,W003,22-Dec-2025,27-Dec-2025,Air,946,Delivered
SH24180,SO24180,W010,06-Oct-2025,13-Oct-2025,Rail,5079,Delivered
SH24181,SO24181,W011,18-Sep-2025,19-Sep-2025,Sea,5028,Delivered
SH24182,SO24182,W016,03-Jun-2025,04-Jun-2025,Road,6954,Delivered
SH24183,SO24183,W015,08-Nov-2025,14-Nov-2025,Rail,451,Delivered
SH24184,SO24184,W014,25-Sep-2025,27-Sep-2025,Road,1637,Delivered
SH24185,SO24185,W010,13-Jul-2025,17-Jul-2025,Road,2193,Delivered
SH24186,SO24186,W016,09-Jan-2025,17-Jan-2025,Road,4009,In Transit
SH24187,SO24187,W007,13-Nov-2025,22-Nov-2025,Rail,4876,Delayed
SH24188,SO24188,W007,22-Sep-2025,30-Sep-2025,Air,2259,Delivered
SH24189,SO24189,W012,18-May-2025,27-May-2025,Sea,6221,Delivered
SH24190,SO24190,W002,06-Nov-2025,13-Nov-2025,Road,1584,Delivered
SH24191,SO24191,W019,27-Jul-2025,30-Jul-2025,Road,5807,Delayed
SH24192,SO24192,W007,10-Sep-2025,18-Sep-2025,Rail,3167,Delivered
SH24193,SO24193,W017,22-Mar-2025,29-Mar-2025,Rail,2617,Delivered
SH24194,SO24194,W007,28-Jun-2025,06-Jul-2025,Rail,1250,Delivered
SH24195,SO24195,W012,02-Jul-2025,04-Jul-2025,Road,7451,Delivered
SH24196,SO24196,W006,08-Jul-2025,11-Jul-2025,Road,2485,Delivered
SH24197,SO24197,W011,18-Aug-2025,23-Aug-2025,Sea,4891,Delivered
SH24198,SO24198,W020,03-Aug-2025,12-Aug-2025,Rail,419,Delivered
SH24199,SO24199,W017,04-Nov-2025,10-Nov-2025,Road,5375,Delayed
SH24200,SO24200,W019,29-Jan-2025,31-Jan-2025,Rail,6288,Delivered
SH24201,SO24201,W019,30-Mar-2025,04-Apr-2025,Rail,1926,In Transit
SH24202,SO24202,W006,16-Apr-2025,25-Apr-2025,Road,735,Delivered
SH24203,SO24203,W012,29-Oct-2025,01-Nov-2025,Road,1452,Delivered
SH24204,SO24204,W001,08-Jul-2025,17-Jul-2025,Rail,4940,Delayed
SH24205,SO24205,W010,25-Mar-2025,03-Apr-2025,Road,6611,Delivered
SH24206,SO24206,W014,03-Dec-2025,07-Dec-2025,Road,6420,Delivered
SH24207,SO24207,W017,01-Jan-2026,03-Jan-2026,Rail,1324,Delivered
SH24208,SO24208,W004,24-Jan-2025,27-Jan-2025,Sea,3015,Delivered
SH24209,SO24209,W002,10-Aug-2025,12-Aug-2025,Road,6518,Delivered
SH24210,SO24210,W015,26-Aug-2025,03-Sep-2025,Road,2581,Cancelled
SH24211,SO24211,W017,06-Feb-2025,13-Feb-2025,Road,2685,Delivered
SH24212,SO24212,W011,30-Oct-2025,05-Nov-2025,Road,3134,Delivered
SH24213,SO24213,W010,05-Feb-2025,14-Feb-2025,Rail,3568,Delivered
SH24214,SO24214,W018,11-Dec-2025,20-Dec-2025,Rail,5070,Delivered
SH24215,SO24215,W005,22-Jun-2025,27-Jun-2025,Sea,1345,Delivered
SH24216,SO24216,W006,23-Sep-2025,30-Sep-2025,Road,3616,In Transit
SH24217,SO24217,W019,06-Feb-2025,15-Feb-2025,Road,7881,Delivered
SH24218,SO24218,W009,09-Dec-2025,18-Dec-2025,Road,2677,In Transit
SH24219,SO24219,W011,30-Oct-2025,05-Nov-2025,Road,4414,Delivered
SH24220,SO24220,W005,21-Jun-2025,27-Jun-2025,Air,2642,Delivered
SH24221,SO24221,W007,30-Nov-2025,03-Dec-2025,Air,2576,Delayed
SH24222,SO24222,W013,21-Aug-2025,23-Aug-2025,Rail,978,Delivered
SH24223,SO24223,W011,18-Jul-2025,21-Jul-2025,Road,1747,Delivered
SH24224,SO24224,W008,15-Dec-2025,16-Dec-2025,Road,7799,Delivered
SH24225,SO24225,W003,18-May-2025,27-May-2025,Road,2513,In Transit
SH24226,SO24226,W013,13-Oct-2025,14-Oct-2025,Road,538,Delivered
SH24227,SO24227,W002,28-Oct-2025,02-Nov-2025,Road,3670,Delivered
SH24228,SO24228,W013,31-Mar-2025,09-Apr-2025,Road,2796,Delivered
SH24229,SO24229,W009,11-Dec-2025,16-Dec-2025,Road,6804,Delivered
SH24230,SO24230,W009,07-Sep-2025,13-Sep-2025,Road,3506,Delivered
SH24231,SO24231,W014,07-Jun-2025,13-Jun-2025,Road,7459,Delivered
SH24232,SO24232,W011,10-Sep-2025,18-Sep-2025,Air,825,Delivered
SH24233,SO24233,W013,29-Jan-2025,02-Feb-2025,Air,3038,Delivered
SH24234,SO24234,W004,19-Oct-2025,22-Oct-2025,Air,3844,Delivered
SH24235,SO24235,W018,24-Oct-2025,30-Oct-2025,Sea,241,Delivered
SH24236,SO24236,W001,22-Nov-2025,30-Nov-2025,Air,6693,Delayed
SH24237,SO24237,W018,19-Jan-2025,20-Jan-2025,Road,1113,Delivered
SH24238,SO24238,W011,01-Nov-2025,03-Nov-2025,Air,4542,Delivered
SH24239,SO24239,W019,16-Oct-2025,25-Oct-2025,Road,695,Delivered
SH24240,SO24240,W016,28-Jul-2025,02-Aug-2025,Road,1389,Delivered
SH24241,SO24241,W019,16-Aug-2025,20-Aug-2025,Road,205,In Transit
SH24242,SO24242,W014,19-Jul-2025,23-Jul-2025,Road,5558,Delivered
SH24243,SO24243,W011,14-Sep-2025,16-Sep-2025,Rail,6577,Delivered
SH24244,SO24244,W013,17-Jun-2025,26-Jun-2025,Road,3513,Delayed
SH24245,SO24245,W005,01-Nov-2025,09-Nov-2025,Rail,758,Delivered
SH24246,SO24246,W011,13-Feb-2025,16-Feb-2025,Road,1754,In Transit
SH24247,SO24247,W004,21-Jan-2025,24-Jan-2025,Road,3570,Delivered
SH24248,SO24248,W012,17-Apr-2025,23-Apr-2025,Road,7274,Delivered
SH24249,SO24249,W004,17-Oct-2025,19-Oct-2025,Road,3696,Delivered
SH24250,SO24250,W018,29-Aug-2025,31-Aug-2025,Rail,6409,Delivered
SH24251,SO24251,W006,25-Aug-2025,03-Sep-2025,Road,6068,Delivered
SH24252,SO24252,W018,10-Jul-2025,12-Jul-2025,Road,2118,Delivered
SH24253,SO24253,W002,18-Aug-2025,27-Aug-2025,Air,7398,Delivered
SH24254,SO24254,W004,20-May-2025,29-May-2025,Road,4372,Delivered
SH24255,SO24255,W019,08-Oct-2025,15-Oct-2025,Road,2177,Delivered
SH24256,SO24256,W019,18-May-2025,23-May-2025,Road,7009,Cancelled
SH24257,SO24257,W004,27-Apr-2025,05-May-2025,Air,303,Delivered
SH24258,SO24258,W001,17-Jun-2025,26-Jun-2025,Road,1892,Delivered
SH24259,SO24259,W002,19-Mar-2025,27-Mar-2025,Road,3895,Delivered
SH24260,SO24260,W007,09-Jan-2025,11-Jan-2025,Road,7808,Delivered
SH24261,SO24261,W017,27-Jan-2025,04-Feb-2025,Road,1021,Delivered
SH24262,SO24262,W014,04-Oct-2025,10-Oct-2025,Road,203,In Transit
SH24263,SO24263,W018,19-Feb-2025,28-Feb-2025,Road,4402,Delivered
SH24264,SO24264,W012,25-Dec-2025,31-Dec-2025,Road,2285,Delivered
SH24265,SO24265,W009,04-Apr-2025,12-Apr-2025,Road,3193,Delivered
SH24266,SO24266,W004,27-Nov-2025,02-Dec-2025,Road,7198,In Transit
SH24267,SO24267,W014,17-Feb-2025,24-Feb-2025,Air,7290,Delivered
SH24268,SO24268,W019,20-Jul-2025,28-Jul-2025,Road,4865,Delivered
SH24269,SO24269,W014,16-Aug-2025,20-Aug-2025,Sea,863,Delivered
SH24270,SO24270,W015,01-Apr-2025,04-Apr-2025,Sea,6129,Delivered
SH24271,SO24271,W012,09-Jan-2025,12-Jan-2025,Road,6973,Delivered
SH24272,SO24272,W014,28-Nov-2025,04-Dec-2025,Rail,2756,Delivered
SH24273,SO24273,W017,14-Apr-2025,18-Apr-2025,Road,5836,Delivered
SH24274,SO24274,W006,07-Jan-2025,10-Jan-2025,Rail,6178,Delivered
SH24275,SO24275,W011,02-Jul-2025,09-Jul-2025,Road,7948,Delivered
SH24276,SO24276,W008,21-Dec-2025,24-Dec-2025,Road,2057,Delivered
SH24277,SO24277,W016,09-Jul-2025,16-Jul-2025,Rail,3847,Delivered
SH24278,SO24278,W019,04-Jan-2025,12-Jan-2025,Road,5275,Delivered
SH24279,SO24279,W017,04-Apr-2025,11-Apr-2025,Rail,4197,Delivered
SH24280,SO24280,W008,27-Dec-2025,02-Jan-2026,Road,3016,Delivered
SH24281,SO24281,W001,30-Mar-2025,03-Apr-2025,Road,2784,Delayed
SH24282,SO24282,W008,05-Jan-2025,07-Jan-2025,Rail,5731,Delivered
SH24283,SO24283,W007,20-May-2025,22-May-2025,Air,5635,Delivered
SH24284,SO24284,W005,17-Oct-2025,24-Oct-2025,Air,5300,Delivered
SH24285,SO24285,W019,29-Jan-2025,31-Jan-2025,Road,3289,Delivered
SH24286,SO24286,W007,15-Jan-2025,19-Jan-2025,Road,1718,Delivered
SH24287,SO24287,W005,07-Feb-2025,15-Feb-2025,Road,6183,Delivered
SH24288,SO24288,W020,01-Jun-2025,07-Jun-2025,Sea,3681,Delivered
SH24289,SO24289,W002,16-Jan-2025,20-Jan-2025,Sea,3648,Delivered
SH24290,SO24290,W012,31-Mar-2025,08-Apr-2025,Road,5225,Delivered
SH24291,SO24291,W006,16-Mar-2025,23-Mar-2025,Road,3062,Delivered
SH24292,SO24292,W010,11-Jul-2025,15-Jul-2025,Sea,4586,Delivered
SH24293,SO24293,W018,30-Sep-2025,07-Oct-2025,Rail,7023,Delivered
SH24294,SO24294,W014,09-Oct-2025,15-Oct-2025,Air,1028,Delivered
SH24295,SO24295,W007,04-Apr-2025,07-Apr-2025,Road,7830,Delivered
SH24296,SO24296,W015,29-Oct-2025,02-Nov-2025,Road,762,Delivered
SH24297,SO24297,W016,31-May-2025,04-Jun-2025,Air,2817,Delivered
SH24298,SO24298,W013,07-Feb-2025,09-Feb-2025,Air,954,Delivered
SH24299,SO24299,W002,17-Jul-2025,19-Jul-2025,Sea,7714,Delivered
SH24300,SO24300,W013,10-Oct-2025,18-Oct-2025,Road,1543,Delivered
SH24301,SO24301,W004,23-Oct-2025,26-Oct-2025,Sea,3279,Delivered
SH24302,SO24302,W009,10-Oct-2025,17-Oct-2025,Road,1368,Delivered
SH24303,SO24303,W006,07-Apr-2025,16-Apr-2025,Rail,4453,Delivered
SH24304,SO24304,W006,15-Jun-2025,16-Jun-2025,Road,1301,Delivered
SH24305,SO24305,W015,15-Jan-2025,22-Jan-2025,Road,2413,Delivered
SH24306,SO24306,W019,12-Apr-2025,21-Apr-2025,Road,2124,Delivered
SH24307,SO24307,W006,01-Nov-2025,04-Nov-2025,Road,3797,Delivered
SH24308,SO24308,W017,27-Nov-2025,29-Nov-2025,Road,3213,Delivered
SH24309,SO24309,W003,16-Sep-2025,23-Sep-2025,Road,7923,Delivered
SH24310,SO24310,W007,09-Dec-2025,14-Dec-2025,Road,4926,Delivered
SH24311,SO24311,W009,31-May-2025,08-Jun-2025,Air,5592,Delivered
SH24312,SO24312,W008,22-Jan-2025,29-Jan-2025,Road,7455,Delivered
SH24313,SO24313,W018,19-May-2025,27-May-2025,Sea,2918,Delivered
SH24314,SO24314,W016,29-Oct-2025,03-Nov-2025,Sea,2068,Delivered
SH24315,SO24315,W012,30-Jul-2025,04-Aug-2025,Rail,4677,Delivered
SH24316,SO24316,W017,29-Jul-2025,07-Aug-2025,Road,988,Delivered
SH24317,SO24317,W002,22-Dec-2025,29-Dec-2025,Sea,5770,Delivered
SH24318,SO24318,W015,23-Mar-2025,29-Mar-2025,Sea,858,Delivered
SH24319,SO24319,W013,21-Jul-2025,24-Jul-2025,Air,4250,Delivered
SH24320,SO24320,W010,23-Nov-2025,02-Dec-2025,Road,4465,Delivered
SH24321,SO24321,W016,08-Sep-2025,11-Sep-2025,Air,6359,Cancelled
SH24322,SO24322,W003,24-Dec-2025,30-Dec-2025,Road,283,Delivered
SH24323,SO24323,W003,12-Mar-2025,17-Mar-2025,Road,7185,In Transit
SH24324,SO24324,W019,11-Dec-2025,15-Dec-2025,Road,4043,Delivered
SH24325,SO24325,W019,14-Dec-2025,15-Dec-2025,Road,5746,Delayed
SH24326,SO24326,W008,02-Nov-2025,04-Nov-2025,Road,2796,Delivered
SH24327,SO24327,W005,16-May-2025,24-May-2025,Sea,1393,Delivered
SH24328,SO24328,W007,02-Jul-2025,03-Jul-2025,Road,4357,Delayed
SH24329,SO24329,W020,02-Mar-2025,05-Mar-2025,Sea,1753,Delayed
SH24330,SO24330,W017,26-May-2025,01-Jun-2025,Road,1736,Delivered
SH24331,SO24331,W012,12-Jun-2025,14-Jun-2025,Air,2706,Delivered
SH24332,SO24332,W015,17-Dec-2025,21-Dec-2025,Road,4903,Delivered
SH24333,SO24333,W017,10-Jan-2025,17-Jan-2025,Road,2390,Delayed
SH24334,SO24334,W002,16-May-2025,19-May-2025,Road,1376,Delivered
SH24335,SO24335,W002,08-Apr-2025,11-Apr-2025,Sea,6274,Delivered
SH24336,SO24336,W008,18-Dec-2025,27-Dec-2025,Air,922,Delivered
SH24337,SO24337,W016,07-Jan-2025,15-Jan-2025,Road,3235,Delayed
SH24338,SO24338,W003,05-Feb-2025,10-Feb-2025,Road,3983,Delivered
SH24339,SO24339,W013,11-Jun-2025,18-Jun-2025,Road,3598,Delivered
SH24340,SO24340,W009,19-Jan-2025,26-Jan-2025,Rail,2189,Delivered
SH24341,SO24341,W016,06-Nov-2025,12-Nov-2025,Air,592,Delivered
SH24342,SO24342,W007,27-Aug-2025,31-Aug-2025,Road,5590,Delivered
SH24343,SO24343,W001,31-Oct-2025,03-Nov-2025,Road,2728,Delivered
SH24344,SO24344,W006,30-Jun-2025,02-Jul-2025,Road,3218,Delivered
SH24345,SO24345,W017,12-Mar-2025,20-Mar-2025,Rail,1087,Delayed
SH24346,SO24346,W013,06-Apr-2025,08-Apr-2025,Road,6416,Delivered
SH24347,SO24347,W019,26-Jun-2025,30-Jun-2025,Sea,953,Delivered
SH24348,SO24348,W015,13-Mar-2025,19-Mar-2025,Air,5569,Delivered
SH24349,SO24349,W010,23-Oct-2025,28-Oct-2025,Road,4400,Delivered
SH24350,SO24350,W004,18-Dec-2025,21-Dec-2025,Road,2221,Delivered
SH24351,SO24351,W005,18-Sep-2025,19-Sep-2025,Road,7507,Delivered
SH24352,SO24352,W018,24-Oct-2025,01-Nov-2025,Road,1227,Delivered
SH24353,SO24353,W018,02-Apr-2025,09-Apr-2025,Road,2540,Delivered
SH24354,SO24354,W001,27-Mar-2025,02-Apr-2025,Air,4435,Delivered
SH24355,SO24355,W002,23-May-2025,01-Jun-2025,Road,4299,Delivered
SH24356,SO24356,W017,12-Feb-2025,20-Feb-2025,Road,4397,Delivered
SH24357,SO24357,W001,24-Sep-2025,27-Sep-2025,Road,1796,Delivered
SH24358,SO24358,W005,22-Aug-2025,30-Aug-2025,Air,2518,Delivered
SH24359,SO24359,W008,19-Aug-2025,22-Aug-2025,Rail,7465,Delivered
SH24360,SO24360,W011,25-Jan-2025,31-Jan-2025,Road,2266,Delivered
SH24361,SO24361,W009,14-Aug-2025,21-Aug-2025,Road,3702,Delayed
SH24362,SO24362,W001,07-Feb-2025,10-Feb-2025,Air,5744,Delivered
SH24363,SO24363,W007,10-Aug-2025,19-Aug-2025,Road,5653,Delivered
SH24364,SO24364,W004,02-May-2025,10-May-2025,Road,5293,Delivered
SH24365,SO24365,W006,13-Dec-2025,20-Dec-2025,Road,6067,Delivered
SH24366,SO24366,W009,11-Nov-2025,14-Nov-2025,Road,6676,Delivered
SH24367,SO24367,W014,26-Aug-2025,27-Aug-2025,Road,7685,Delivered
SH24368,SO24368,W014,16-Feb-2025,17-Feb-2025,Air,3355,Delivered
SH24369,SO24369,W001,07-Jan-2025,13-Jan-2025,Sea,1994,Delivered
SH24370,SO24370,W009,04-Nov-2025,05-Nov-2025,Road,824,Delivered
SH24371,SO24371,W015,21-Apr-2025,27-Apr-2025,Road,1138,In Transit
SH24372,SO24372,W011,17-May-2025,26-May-2025,Road,839,Delivered
SH24373,SO24373,W002,13-Nov-2025,15-Nov-2025,Road,998,Delivered
SH24374,SO24374,W007,22-Jul-2025,27-Jul-2025,Sea,4940,Delayed
SH24375,SO24375,W012,14-Nov-2025,20-Nov-2025,Air,4261,Delivered
SH24376,SO24376,W019,19-Dec-2025,23-Dec-2025,Road,6141,Delivered
SH24377,SO24377,W014,04-Dec-2025,06-Dec-2025,Road,1837,Delivered
SH24378,SO24378,W011,28-Jul-2025,31-Jul-2025,Road,1865,Delivered
SH24379,SO24379,W017,08-Feb-2025,11-Feb-2025,Sea,455,Delivered
SH24380,SO24380,W009,28-Jun-2025,05-Jul-2025,Air,2390,In Transit
SH24381,SO24381,W017,26-Jan-2025,27-Jan-2025,Sea,960,Delivered
SH24382,SO24382,W012,19-Jun-2025,21-Jun-2025,Road,3284,Delivered
SH24383,SO24383,W019,16-Mar-2025,18-Mar-2025,Road,1202,Delivered
SH24384,SO24384,W012,28-May-2025,04-Jun-2025,Road,2151,Delivered
SH24385,SO24385,W016,04-Feb-2025,12-Feb-2025,Road,5039,Delivered
SH24386,SO24386,W012,08-Dec-2025,10-Dec-2025,Air,2248,Delivered
SH24387,SO24387,W007,13-Jun-2025,15-Jun-2025,Sea,1729,Delivered
SH24388,SO24388,W011,09-Nov-2025,14-Nov-2025,Road,6278,Delivered
SH24389,SO24389,W004,19-Dec-2025,21-Dec-2025,Rail,4104,Delayed
SH24390,SO24390,W018,19-Feb-2025,24-Feb-2025,Sea,4598,Delivered
SH24391,SO24391,W016,11-Jan-2025,19-Jan-2025,Road,7597,Delivered
SH24392,SO24392,W004,10-Dec-2025,12-Dec-2025,Road,872,Delivered
SH24393,SO24393,W001,18-Feb-2025,26-Feb-2025,Air,6211,Delivered
SH24394,SO24394,W005,20-Mar-2025,26-Mar-2025,Road,6353,Delivered
SH24395,SO24395,W010,18-Jul-2025,19-Jul-2025,Road,1020,Delivered
SH24396,SO24396,W006,20-Jul-2025,27-Jul-2025,Sea,2594,In Transit
SH24397,SO24397,W004,06-Sep-2025,14-Sep-2025,Air,3804,Delivered
SH24398,SO24398,W009,19-Apr-2025,23-Apr-2025,Rail,3417,Delivered
SH24399,SO24399,W014,03-Jan-2025,11-Jan-2025,Road,6624,Delivered
SH24400,SO24400,W002,23-Nov-2025,02-Dec-2025,Air,1053,Delivered
SH24401,SO24401,W015,24-Nov-2025,03-Dec-2025,Air,3154,Delivered
SH24402,SO24402,W004,06-Jul-2025,11-Jul-2025,Road,6545,Delivered
SH24403,SO24403,W010,10-Sep-2025,12-Sep-2025,Sea,913,Delayed
SH24404,SO24404,W008,16-Nov-2025,20-Nov-2025,Rail,4617,Delivered
SH24405,SO24405,W005,23-Jun-2025,29-Jun-2025,Road,4584,Delivered
SH24406,SO24406,W007,09-Nov-2025,17-Nov-2025,Road,1268,Delivered
SH24407,SO24407,W002,24-Jun-2025,25-Jun-2025,Road,5610,Delivered
SH24408,SO24408,W016,24-Aug-2025,29-Aug-2025,Rail,1335,Delivered
SH24409,SO24409,W019,20-May-2025,29-May-2025,Air,1268,Delayed
SH24410,SO24410,W009,20-Oct-2025,29-Oct-2025,Rail,5107,Delivered
SH24411,SO24411,W007,20-Nov-2025,22-Nov-2025,Road,3661,Delivered
SH24412,SO24412,W014,17-Oct-2025,20-Oct-2025,Road,7769,Delivered
SH24413,SO24413,W014,08-Jul-2025,17-Jul-2025,Road,5342,Delivered
SH24414,SO24414,W006,20-Jun-2025,24-Jun-2025,Rail,3007,Delivered
SH24415,SO24415,W004,08-Dec-2025,17-Dec-2025,Rail,2944,Delivered
SH24416,SO24416,W016,19-Jul-2025,21-Jul-2025,Sea,2849,Delivered
SH24417,SO24417,W006,15-Nov-2025,18-Nov-2025,Road,6901,Delivered
SH24418,SO24418,W014,09-Jun-2025,18-Jun-2025,Air,6602,In Transit
SH24419,SO24419,W013,22-Mar-2025,24-Mar-2025,Road,6346,Delivered
SH24420,SO24420,W017,28-Aug-2025,30-Aug-2025,Sea,265,Delivered
SH24421,SO24421,W011,28-Jul-2025,30-Jul-2025,Rail,1123,Delivered
SH24422,SO24422,W006,07-Oct-2025,11-Oct-2025,Road,3522,Cancelled
SH24423,SO24423,W019,03-Oct-2025,06-Oct-2025,Rail,5839,Delivered
SH24424,SO24424,W006,23-Oct-2025,25-Oct-2025,Road,2902,Delivered
SH24425,SO24425,W001,13-Mar-2025,21-Mar-2025,Road,6124,Delivered
SH24426,SO24426,W020,22-May-2025,30-May-2025,Road,4946,Delivered
SH24427,SO24427,W007,30-Aug-2025,02-Sep-2025,Road,3566,Delivered
SH24428,SO24428,W003,26-Sep-2025,01-Oct-2025,Air,2683,Delivered
SH24429,SO24429,W004,18-Jun-2025,21-Jun-2025,Sea,7734,Delivered
SH24430,SO24430,W005,01-Oct-2025,09-Oct-2025,Sea,2324,Delivered
SH24431,SO24431,W018,24-Nov-2025,30-Nov-2025,Road,4129,Delivered
SH24432,SO24432,W019,24-Mar-2025,26-Mar-2025,Rail,7883,Delivered
SH24433,SO24433,W018,11-Jul-2025,14-Jul-2025,Road,1157,Delivered
SH24434,SO24434,W017,23-Jul-2025,28-Jul-2025,Road,1714,Delivered
SH24435,SO24435,W005,18-Mar-2025,24-Mar-2025,Road,316,Delayed
SH24436,SO24436,W003,22-Mar-2025,29-Mar-2025,Road,1448,Delivered
SH24437,SO24437,W017,08-Jul-2025,16-Jul-2025,Sea,2585,Delivered
SH24438,SO24438,W009,05-Dec-2025,08-Dec-2025,Sea,6288,Delivered
SH24439,SO24439,W011,10-Aug-2025,12-Aug-2025,Sea,4079,Cancelled
SH24440,SO24440,W016,03-May-2025,11-May-2025,Road,5455,Delivered
SH24441,SO24441,W015,20-Jan-2025,23-Jan-2025,Air,7074,Delivered
SH24442,SO24442,W008,25-Jan-2025,31-Jan-2025,Air,4761,Delivered
SH24443,SO24443,W002,05-Mar-2025,14-Mar-2025,Air,1190,Delivered
SH24444,SO24444,W020,03-Dec-2025,10-Dec-2025,Sea,4504,Delivered
SH24445,SO24445,W018,06-Jul-2025,15-Jul-2025,Road,7124,Delivered
SH24446,SO24446,W019,13-Aug-2025,22-Aug-2025,Rail,5276,In Transit
SH24447,SO24447,W009,31-Mar-2025,06-Apr-2025,Rail,4639,Delivered
SH24448,SO24448,W010,29-Jun-2025,06-Jul-2025,Road,7566,Delivered
SH24449,SO24449,W016,04-Aug-2025,06-Aug-2025,Rail,7524,In Transit
SH24450,SO24450,W002,08-May-2025,15-May-2025,Road,3828,Delivered
SH24451,SO24451,W001,01-Jan-2026,08-Jan-2026,Air,4204,In Transit
SH24452,SO24452,W007,23-Oct-2025,27-Oct-2025,Road,3555,Delivered
SH24453,SO24453,W002,09-Mar-2025,12-Mar-2025,Road,6007,Delivered
SH24454,SO24454,W011,16-Nov-2025,23-Nov-2025,Rail,1562,Delivered
SH24455,SO24455,W011,19-Jul-2025,20-Jul-2025,Sea,2039,Delivered
SH24456,SO24456,W008,19-Dec-2025,26-Dec-2025,Rail,860,Delivered
SH24457,SO24457,W008,19-Feb-2025,26-Feb-2025,Rail,2852,Delivered
SH24458,SO24458,W020,04-Jul-2025,07-Jul-2025,Road,655,Delivered
SH24459,SO24459,W014,30-Oct-2025,01-Nov-2025,Road,6596,Delivered
SH24460,SO24460,W002,29-Dec-2025,07-Jan-2026,Air,6160,Delivered
SH24461,SO24461,W005,10-Mar-2025,17-Mar-2025,Sea,1731,Delivered
SH24462,SO24462,W015,21-Sep-2025,22-Sep-2025,Road,6006,Delivered
SH24463,SO24463,W009,26-Sep-2025,30-Sep-2025,Road,3348,Delivered
SH24464,SO24464,W014,24-Nov-2025,28-Nov-2025,Road,3321,Delivered
SH24465,SO24465,W001,26-Dec-2025,30-Dec-2025,Road,7623,Delivered
SH24466,SO24466,W003,06-Jun-2025,15-Jun-2025,Sea,3881,Delivered
SH24467,SO24467,W017,20-Jun-2025,23-Jun-2025,Sea,7131,Delivered
SH24468,SO24468,W009,22-Jun-2025,30-Jun-2025,Road,1653,Delayed
SH24469,SO24469,W013,13-May-2025,17-May-2025,Air,2120,Delivered
SH24470,SO24470,W015,27-Oct-2025,29-Oct-2025,Sea,4847,Delivered
SH24471,SO24471,W003,06-Sep-2025,15-Sep-2025,Rail,301,Delivered
SH24472,SO24472,W005,30-Jan-2025,01-Feb-2025,Road,6755,Delivered
SH24473,SO24473,W003,10-May-2025,11-May-2025,Road,7657,Delayed
SH24474,SO24474,W006,20-Aug-2025,22-Aug-2025,Air,6599,Delivered
SH24475,SO24475,W018,15-Aug-2025,17-Aug-2025,Road,5595,Delayed
SH24476,SO24476,W006,08-Nov-2025,12-Nov-2025,Road,3133,Delivered
SH24477,SO24477,W018,26-Aug-2025,04-Sep-2025,Road,7327,Delivered
SH24478,SO24478,W019,26-Jun-2025,03-Jul-2025,Air,6971,Delivered
SH24479,SO24479,W012,13-Apr-2025,19-Apr-2025,Air,6403,Delivered
SH24480,SO24480,W001,23-Jun-2025,24-Jun-2025,Road,4682,Delivered
SH24481,SO24481,W010,27-May-2025,29-May-2025,Air,3151,In Transit
SH24482,SO24482,W018,30-Jun-2025,06-Jul-2025,Rail,4814,Delivered
SH24483,SO24483,W019,28-Feb-2025,08-Mar-2025,Air,3371,Delivered
SH24484,SO24484,W018,04-Oct-2025,09-Oct-2025,Air,7865,Delivered
SH24485,SO24485,W004,04-Jan-2025,06-Jan-2025,Road,6601,Delivered
SH24486,SO24486,W020,02-Nov-2025,06-Nov-2025,Road,5790,Delivered
SH24487,SO24487,W017,09-Oct-2025,12-Oct-2025,Air,2004,Delivered
SH24488,SO24488,W004,21-Sep-2025,24-Sep-2025,Rail,894,Delivered
SH24489,SO24489,W010,22-Apr-2025,26-Apr-2025,Road,357,Delayed
SH24490,SO24490,W012,09-Feb-2025,12-Feb-2025,Rail,2915,Delivered
SH24491,SO24491,W004,21-Dec-2025,28-Dec-2025,Road,3039,Delivered
SH24492,SO24492,W017,30-Jun-2025,09-Jul-2025,Road,1251,Delivered
SH24493,SO24493,W008,25-Jun-2025,01-Jul-2025,Sea,2970,Delayed
SH24494,SO24494,W014,16-May-2025,23-May-2025,Road,5863,Delivered
SH24495,SO24495,W010,07-Mar-2025,11-Mar-2025,Road,2195,Delivered
SH24496,SO24496,W016,01-Sep-2025,02-Sep-2025,Sea,2466,Delivered
SH24497,SO24497,W013,20-Jan-2025,26-Jan-2025,Air,3310,Delivered
SH24498,SO24498,W008,13-May-2025,17-May-2025,Sea,2485,Delivered
