Product_ID,Product_Name,Category,Sub_Category,Brand,Supplier_ID,Unit_Cost,Selling_Price
P1383,Sunglasses 755,Apparel,Accessories,Puma,S039,36480,49750
P1384,Action Set 319,Toys,Action Figures,Lego,S039,1660,2140
P1385,Energy Drink 481,Groceries,Beverages,Britannia,S007,14742,21260
P1386,Three Seater Sofa 753,Furniture,Sofa,Godrej,S088,33228,38600
P1387,Cabinet 814,Home & Kitchen,Storage,Prestige,S024,29218,42250
P1388,Sunglasses 868,Apparel,Accessories,Adidas,S099,42010,59020
P1389,Rubik's Cube 486,Toys,Puzzles,Hot Wheels,S050,13013,18590
P1390,3D Puzzle 459,Toys,Puzzles,Mattel,S088,38890,47700
P1391,Kids T-Shirt 444,Apparel,Kidswear,Adidas,S018,45608,54400
P1392,Frying Pan 701,Home & Kitchen,Cookware,Bajaj,S017,23313,31450
P1393,Camping Chair 477,Toys,Outdoor,Mattel,S081,15445,20150
P1394,Tent 459,Sports,Outdoor,Nike,S082,33322,43550
P1395,Shoe Rack 251,Furniture,Storage,Godrej,S055,34752,49600
P1396,Vacuum Cleaner 530,Home & Kitchen,Cleaning,Prestige,S004,5691,7600
P1397,Bookshelf 313,Home & Kitchen,Storage,Bajaj,S095,33928,42180
P1398,Camping Chair 571,Sports,Outdoor,Adidas,S040,9300,11810
P1399,Charger 898,Electronics,Mobile,Dell,S094,34151,40640
P1400,Sneakers 797,Apparel,Footwear,Nike,S088,55911,67520
P1401,Marker 529,Stationery,Writing,Reynolds,S086,32247,38470
P1402,Shoe Rack 978,Furniture,Storage,Ikea,S069,45702,63670
P1403,Sneakers 981,Apparel,Footwear,Zara,S068,18616,25340
P1404,Kids T-Shirt 499,Apparel,Kidswear,Nike,S054,55368,72480
P1405,Coffee Table 786,Furniture,Table,Urban Ladder,S003,48774,61570
P1406,Two Seater Sofa 407,Furniture,Sofa,Nilkamal,S039,55004,74290
P1407,Women's Jeans 889,Apparel,Womenswear,Puma,S074,44508,62040
P1408,Notebook 435,Stationery,Paper,Classmate,S082,38981,55130
P1409,Earbuds 332,Electronics,Audio,LG,S056,31523,41420
P1410,Men's Jacket 220,Apparel,Menswear,Zara,S071,55697,77750
P1411,Headphones 857,Electronics,Audio,Dell,S003,50899,66340
P1412,Kadai 366,Home & Kitchen,Cookware,Prestige,S047,25031,32350
P1413,Sunglasses 831,Apparel,Accessories,Zara,S051,5184,7310
P1414,Notebook 177,Stationery,Paper,Reynolds,S090,266,340
P1415,Microwave 550,Home & Kitchen,Appliances,Prestige,S032,14047,17820
P1416,Drawing Book 484,Stationery,Art Supplies,Camlin,S023,3801,4720
P1417,Sports Shoes 494,Sports,Footwear,Yonex,S036,12729,16620
P1418,Chips 250,Groceries,Snacks,Tata,S018,6613,8690
P1419,Stapler 166,Stationery,Office Supplies,Reynolds,S056,58864,79360
P1420,Paneer 411,Groceries,Dairy,Parle,S065,5766,7380
P1421,Action Set 522,Toys,Action Figures,Mattel,S081,37632,45740
P1422,Sleeping Bag 813,Toys,Outdoor,Hasbro,S098,21134,29800
P1423,Non-Stick Pan 515,Home & Kitchen,Cookware,Milton,S008,10494,13160
P1424,Watch 321,Sports,Accessories,Puma,S025,42091,60060
P1425,Women's Jeans 335,Apparel,Womenswear,Adidas,S031,58234,70590
P1426,Water Colors 650,Stationery,Art Supplies,Classmate,S025,47449,62540
P1427,Treadmill 491,Sports,Fitness,Puma,S083,58515,76710
P1428,Robot Toy 910,Toys,Action Figures,Lego,S014,35433,49560
P1429,Sandals 495,Apparel,Footwear,Nike,S003,40430,48180
P1430,Scissors 609,Stationery,Office Supplies,Reynolds,S087,8828,12560
P1431,Tea 157,Groceries,Beverages,Amul,S097,51152,66980
P1432,Wardrobe 274,Furniture,Storage,Urban Ladder,S023,44886,59510
P1433,Gaming Chair 864,Furniture,Chair,Urban Ladder,S034,15278,19910
P1434,Microwave 409,Home & Kitchen,Appliances,Philips,S051,21320,24750
P1435,Kids T-Shirt 478,Apparel,Kidswear,H&M,S053,36672,47640
P1436,Headphones 630,Electronics,Audio,Dell,S100,828,1020
P1437,Sugar 152,Groceries,Staples,Britannia,S041,49083,61490
P1438,Formal Shoes 555,Sports,Footwear,Yonex,S002,16871,22690
P1439,Watch 411,Apparel,Accessories,Adidas,S043,4544,5900
P1440,Learning Kit 233,Toys,Educational,Funskool,S056,19869,23400
P1441,File Folder 476,Stationery,Office Supplies,Camlin,S052,50154,58780
P1442,Kadai 501,Home & Kitchen,Cookware,Milton,S052,16491,19880
P1443,Learning Kit 267,Toys,Educational,Mattel,S093,32374,39080
P1444,Chips 588,Groceries,Snacks,ITC,S081,48721,64920
P1445,Wardrobe 770,Furniture,Storage,Durian,S026,2070,2490
P1446,Sunglasses 340,Electronics,Accessories,Asus,S036,45607,64510
P1447,Backpack 968,Toys,Outdoor,Hasbro,S067,17357,21050
P1448,Sleeping Bag 650,Toys,Outdoor,Hot Wheels,S042,41748,49150
P1449,Formal Shoes 795,Sports,Footwear,Nike,S043,11326,16000
P1450,Monitor 163,Electronics,Computer,Asus,S017,8383,10380
P1451,Sunglasses 789,Apparel,Accessories,Zara,S026,47308,60440
P1452,Sunglasses 402,Electronics,Accessories,Dell,S075,48479,69700
P1453,Tablet 738,Electronics,Computer,LG,S085,58880,84390
P1454,Cabinet 823,Furniture,Storage,Durian,S079,40646,55460
P1455,Wardrobe 325,Home & Kitchen,Storage,Philips,S031,27979,32750
P1456,Speaker 333,Electronics,Audio,Asus,S014,11730,15580
P1457,Jigsaw Puzzle 153,Toys,Puzzles,Mattel,S016,17748,25680
P1458,Frozen Nuggets 644,Groceries,Frozen,Nestle,S040,38903,55790
P1459,Kids T-Shirt 795,Apparel,Kidswear,Zara,S052,20798,24580
P1460,Frying Pan 468,Home & Kitchen,Cookware,Bajaj,S090,29036,36840
P1461,File Folder 244,Stationery,Office Supplies,Parker,S090,10125,12600
P1462,Women's Top 384,Apparel,Womenswear,Puma,S001,26389,31370
P1463,Soundbar 462,Electronics,Audio,Sony,S071,14316,19450
P1464,Earbuds 923,Electronics,Audio,HP,S030,6771,8340
P1465,Water Colors 211,Stationery,Art Supplies,Parker,S020,7960,9980
P1466,Mouse 408,Electronics,Computer,Dell,S056,31122,36630
P1467,Sleeping Bag 673,Sports,Outdoor,Nivia,S004,22016,28610
P1468,Rice 312,Groceries,Staples,Parle,S034,6040,7230
P1469,Pencil 895,Stationery,Writing,Reynolds,S056,30882,39520
P1470,Charger 917,Electronics,Mobile,Sony,S028,9896,11810
P1471,Rubik's Cube 441,Toys,Puzzles,Hasbro,S060,975,1400
P1472,Exercise Bike 770,Sports,Fitness,Cosco,S047,7996,9540
P1473,Milk 779,Groceries,Dairy,Tata,S080,26939,35200
P1474,Dining Table 712,Furniture,Table,Godrej,S019,57248,69220
P1475,Building Blocks 267,Toys,Educational,Funskool,S006,14538,17050
P1476,Kids Shorts 144,Apparel,Kidswear,Adidas,S053,17127,20740
P1477,Yogurt 412,Groceries,Dairy,Britannia,S026,14597,17030
P1478,Tea 217,Groceries,Beverages,Parle,S071,21344,25440
P1479,Gaming Chair 362,Furniture,Chair,Urban Ladder,S010,43053,55880
P1480,Cold Drink 673,Groceries,Beverages,ITC,S058,19358,26050
P1481,Mattress 629,Furniture,Bed,Durian,S099,39471,46430
P1482,Watch 288,Electronics,Accessories,Samsung,S010,53900,69120
P1483,Men's Shirt 115,Apparel,Menswear,Zara,S031,56773,75190
P1484,Charger 302,Electronics,Mobile,HP,S085,33799,41240
P1485,Namkeen 508,Groceries,Snacks,Amul,S054,42808,54010
P1486,Scissors 800,Stationery,Office Supplies,Faber-Castell,S018,55153,64610
P1487,Dining Table 428,Furniture,Table,Godrej,S022,47212,57410
P1488,Laptop 357,Electronics,Computer,Apple,S077,18030,23260
P1489,Soundbar 595,Electronics,Audio,Asus,S087,7965,11530
P1490,Microwave 164,Home & Kitchen,Appliances,Prestige,S037,6934,10050
P1491,Women's Top 302,Apparel,Womenswear,Nike,S048,52929,76420
P1492,Chocolate 132,Groceries,Snacks,Tata,S079,33395,42640
P1493,Cap 572,Electronics,Accessories,Lenovo,S018,17815,20920
P1494,Sandals 498,Apparel,Footwear,Nike,S021,20764,25890
P1495,Butter 623,Groceries,Dairy,Britannia,S078,16936,20680
P1496,Chocolate 654,Groceries,Snacks,Tata,S019,48124,55550
P1497,Wardrobe 455,Home & Kitchen,Storage,Pigeon,S078,36763,43330
P1498,Document Folder 881,Stationery,Files,Camlin,S050,52771,67860
P1499,Cold Drink 925,Groceries,Beverages,Parle,S100,18141,22710
P1500,Document Folder 199,Stationery,Files,Reynolds,S004,28380,34170
P1501,Mop 927,Home & Kitchen,Cleaning,Philips,S095,7347,10030
P1502,Men's Shirt 276,Apparel,Menswear,Puma,S023,58282,73270
P1503,Mattress 323,Furniture,Bed,Durian,S004,30736,43200
P1504,Men's Jeans 576,Apparel,Menswear,Levis,S073,33203,40580
P1505,Frying Pan 126,Home & Kitchen,Cookware,Prestige,S054,24849,32590
P1506,Recliner 427,Furniture,Chair,Durian,S084,16291,19630
P1507,Monopoly 274,Toys,Board Games,Mattel,S011,56906,73900
P1508,Wheat Flour 533,Groceries,Staples,Nestle,S009,29364,35110
P1509,Sketch Pens 832,Stationery,Art Supplies,Classmate,S057,40502,48540
P1510,Treadmill 930,Sports,Fitness,Nivia,S089,2286,3050
P1511,Men's Shirt 290,Apparel,Menswear,Nike,S041,16592,20390
P1512,Sofa Cum Bed 589,Furniture,Sofa,Godrej,S080,48249,57980
P1513,Sunglasses 526,Sports,Accessories,Nike,S091,5315,7590
P1514,Sneakers 473,Apparel,Footwear,Puma,S087,6131,7130
P1515,Gaming Chair 668,Furniture,Chair,Nilkamal,S051,48599,64130
P1516,Rubik's Cube 989,Toys,Puzzles,Mattel,S070,18559,24400
P1517,Wheat Flour 464,Groceries,Staples,ITC,S053,16469,20180
P1518,Earbuds 158,Electronics,Audio,Dell,S068,33940,43640
P1519,Coffee 923,Groceries,Beverages,Amul,S057,11735,13800
P1520,Frozen Paratha 937,Groceries,Frozen,Britannia,S053,2626,3590
P1521,Sketch Pens 389,Stationery,Art Supplies,Parker,S044,316,380
P1522,Exercise Bike 550,Sports,Fitness,Nike,S066,4805,5800
P1523,Study Table 875,Furniture,Table,Ikea,S076,9553,11890
P1524,Bookshelf 552,Furniture,Storage,Godrej,S092,41782,59360
P1525,Pressure Cooker 532,Home & Kitchen,Cookware,Milton,S062,17912,24880
P1526,Feature Phone 928,Electronics,Mobile,Samsung,S011,4353,6240
P1527,Kids Jacket 845,Apparel,Kidswear,H&M,S059,914,1230
P1528,Two Seater Sofa 556,Furniture,Sofa,Godrej,S032,28651,38650
P1529,Printer 245,Electronics,Computer,Sony,S003,50415,65240
P1530,Chess Set 494,Toys,Board Games,Mattel,S008,20354,28930
P1531,Belt 708,Electronics,Accessories,Dell,S060,3877,5050
P1532,Watch 344,Electronics,Accessories,Sony,S095,13723,17240
P1533,3D Puzzle 583,Toys,Puzzles,Hasbro,S051,29987,40250
P1534,Bar Stool 692,Furniture,Chair,Nilkamal,S045,11367,14930
P1535,Document Folder 176,Stationery,Files,Classmate,S009,58709,69700
P1536,Belt 612,Electronics,Accessories,LG,S068,45816,58090
P1537,Office Desk 763,Furniture,Table,Durian,S006,20707,25760
P1538,Speaker 292,Electronics,Audio,Dell,S085,57094,80160
P1539,Hockey Stick 593,Sports,Team Sports,Yonex,S082,19535,24690
P1540,Wall Clock 737,Home & Kitchen,Decor,Bajaj,S100,8453,11800
P1541,Cookies 139,Groceries,Snacks,ITC,S029,56300,72220
P1542,Recliner Sofa 679,Furniture,Sofa,Urban Ladder,S017,57582,79240
P1543,Sunglasses 333,Electronics,Accessories,Apple,S030,18793,22370
P1544,Toaster 457,Home & Kitchen,Appliances,Philips,S080,35706,50970
P1545,Recliner Sofa 682,Furniture,Sofa,Durian,S022,10438,13510
P1546,Microwave 103,Home & Kitchen,Appliances,Prestige,S089,38517,47300
P1547,Sandals 115,Sports,Footwear,Puma,S016,41422,50640
P1548,Drawing Book 501,Stationery,Art Supplies,Reynolds,S005,42610,52390
P1549,Butter 953,Groceries,Dairy,Nestle,S022,34145,43020
P1550,Printer 105,Electronics,Computer,Lenovo,S076,42261,57700
P1551,Sneakers 809,Apparel,Footwear,Zara,S061,33325,47820
P1552,Stapler 167,Stationery,Office Supplies,Classmate,S036,49197,66450
P1553,Mixer Grinder 539,Home & Kitchen,Appliances,Milton,S066,10816,14210
P1554,Frying Pan 487,Home & Kitchen,Cookware,Philips,S065,29033,37300
P1555,Ice Cream 520,Groceries,Frozen,ITC,S056,25012,34980
P1556,Office Chair 173,Furniture,Chair,Nilkamal,S052,32024,44990
P1557,Tent 777,Toys,Outdoor,Hot Wheels,S011,8567,10610
P1558,Box File 347,Stationery,Files,Reynolds,S026,19463,27950
P1559,Learning Kit 793,Toys,Educational,Funskool,S053,57250,72620
P1560,Crayons 689,Stationery,Art Supplies,Classmate,S014,6360,8840
P1561,Kids Frock 595,Apparel,Kidswear,Zara,S048,38136,54920
P1562,Women's Kurti 377,Apparel,Womenswear,Adidas,S012,39895,54300
P1563,Mattress 686,Furniture,Bed,Nilkamal,S079,28497,34150
P1564,Chess Set 996,Toys,Board Games,Funskool,S011,2064,2740
P1565,Vase 929,Home & Kitchen,Decor,Milton,S010,2109,2500
P1566,Milk 923,Groceries,Dairy,Parle,S064,16574,22980
P1567,3D Puzzle 297,Toys,Puzzles,Mattel,S023,6195,7650
P1568,Detergent 626,Home & Kitchen,Cleaning,Philips,S036,5699,7740
P1569,Action Set 457,Toys,Action Figures,Hasbro,S032,9649,13730
P1570,3D Puzzle 969,Toys,Puzzles,Mattel,S022,11484,13830
P1571,Watch 954,Electronics,Accessories,LG,S077,50316,63790
P1572,Belt 880,Apparel,Accessories,Puma,S070,38341,51540
P1573,Sneakers 246,Sports,Footwear,Adidas,S024,1873,2390
P1574,Scissors 386,Stationery,Office Supplies,Faber-Castell,S069,37727,45360
P1575,Mattress 739,Furniture,Bed,Godrej,S072,8245,9550
P1576,Women's Top 773,Apparel,Womenswear,Levis,S054,25292,32170
P1577,Electric Kettle 414,Home & Kitchen,Appliances,Philips,S058,2330,3130
P1578,Crayons 223,Stationery,Art Supplies,Classmate,S094,5455,7210
P1579,Watch 223,Electronics,Accessories,Lenovo,S046,7999,9570
P1580,Wall Clock 715,Home & Kitchen,Decor,Prestige,S039,26030,33450
P1581,Women's Top 508,Apparel,Womenswear,Puma,S054,27811,35070
P1582,Cabinet 541,Furniture,Storage,Godrej,S084,21197,26120
P1583,Microwave 833,Home & Kitchen,Appliances,Bajaj,S071,37229,50960
P1584,Pulses 115,Groceries,Staples,ITC,S008,43241,53740
P1585,Sleeping Bag 778,Sports,Outdoor,Nivia,S046,43737,57380
P1586,Kids Shorts 346,Apparel,Kidswear,Adidas,S074,34762,49600
P1587,Sticky Notes 937,Stationery,Office Supplies,Camlin,S023,32756,42970
P1588,Phone Case 958,Electronics,Mobile,Lenovo,S099,29519,39410
P1589,Box File 551,Stationery,Files,Parker,S081,14314,16780
P1590,Phone Case 383,Electronics,Mobile,Samsung,S085,29244,35190
P1591,Yoga Mat 309,Sports,Fitness,Puma,S009,655,770
P1592,Women's Dress 263,Apparel,Womenswear,Zara,S058,57979,79980
P1593,Milk 998,Groceries,Dairy,Amul,S053,22237,31150
P1594,Desktop 268,Electronics,Computer,HP,S063,45389,54740
P1595,Tent 501,Sports,Outdoor,Cosco,S086,57404,69790
P1596,Recliner 530,Furniture,Chair,Godrej,S036,29843,37210
P1597,Basketball 710,Sports,Team Sports,Nike,S054,51716,68640
P1598,Formal Shoes 857,Sports,Footwear,Puma,S068,28779,38460
P1599,Document Folder 601,Stationery,Files,Classmate,S076,7980,10820
P1600,Camping Chair 781,Sports,Outdoor,Adidas,S078,1637,2330
P1601,Watch 609,Apparel,Accessories,H&M,S034,8180,10130
P1602,Backpack 492,Sports,Outdoor,Nike,S100,56553,76210
P1603,Notebook 241,Stationery,Paper,Faber-Castell,S001,28532,37600
P1604,Kids Jacket 287,Apparel,Kidswear,Zara,S050,19184,23820
P1605,Action Camera 488,Electronics,Camera,Sony,S061,26791,38100
P1606,Tent 141,Toys,Outdoor,Lego,S007,15393,18140
P1607,Bookshelf 384,Furniture,Storage,Urban Ladder,S046,52239,71230
P1608,Microwave 515,Home & Kitchen,Appliances,Philips,S060,59964,82050
P1609,Bookshelf 524,Furniture,Storage,Godrej,S061,5140,7320
P1610,Sofa Cum Bed 832,Furniture,Sofa,Ikea,S012,43135,56320
P1611,Ring Binder 969,Stationery,Files,Reynolds,S028,20169,25140
P1612,Recliner Sofa 755,Furniture,Sofa,Nilkamal,S025,2889,4040
P1613,Exercise Bike 171,Sports,Fitness,Adidas,S064,55336,76430
P1614,Cricket Bat 467,Sports,Team Sports,Yonex,S033,3760,4890
P1615,Monitor 756,Electronics,Computer,Dell,S058,12393,17110
P1616,Single Bed 634,Furniture,Bed,Durian,S074,1578,1940
P1617,Document Folder 511,Stationery,Files,Camlin,S080,28303,37550
P1618,Pressure Cooker 492,Home & Kitchen,Cookware,Prestige,S019,35997,50740
P1619,Camera Bag 464,Electronics,Camera,Dell,S091,19274,24000
P1620,3D Puzzle 620,Toys,Puzzles,Hasbro,S017,4340,5620
P1621,Wallet 260,Apparel,Accessories,Adidas,S003,7013,10070
P1622,Power Bank 565,Electronics,Mobile,Dell,S005,56006,77820
P1623,Puzzle Set 285,Toys,Educational,Hasbro,S021,48364,68490
P1624,Wallet 712,Electronics,Accessories,HP,S088,56217,71150
P1625,Shoe Rack 877,Home & Kitchen,Storage,Pigeon,S021,31871,46180
P1626,Ludo 556,Toys,Board Games,Hasbro,S070,32785,39200
P1627,Shoe Rack 448,Home & Kitchen,Storage,Pigeon,S042,47170,61590
P1628,Pressure Cooker 945,Home & Kitchen,Cookware,Pigeon,S004,37017,47890
P1629,Wheat Flour 693,Groceries,Staples,Nestle,S045,26214,36430
P1630,Gaming Chair 484,Furniture,Chair,Ikea,S003,17549,24960
P1631,Wardrobe 125,Home & Kitchen,Storage,Pigeon,S048,29156,39920
P1632,Backpack 114,Toys,Outdoor,Lego,S056,3885,5200
P1633,Sunglasses 299,Electronics,Accessories,Asus,S053,11587,14810
P1634,Ludo 312,Toys,Board Games,Hot Wheels,S029,44260,57680
P1635,Cold Drink 748,Groceries,Beverages,Amul,S077,52089,67860
P1636,Non-Stick Pan 550,Home & Kitchen,Cookware,Milton,S060,6152,7110
P1637,Office Desk 998,Furniture,Table,Godrej,S026,5859,7620
P1638,Vacuum Cleaner 585,Home & Kitchen,Cleaning,Bajaj,S044,5179,7290
P1639,Office Chair 911,Furniture,Chair,Urban Ladder,S011,47505,64740
P1640,Watch 596,Apparel,Accessories,Zara,S093,18707,25980
P1641,Backpack 422,Sports,Outdoor,Cosco,S076,19639,24890
P1642,Headphones 742,Electronics,Audio,Samsung,S029,797,1040
P1643,Chips 504,Groceries,Snacks,Tata,S068,58357,67700
P1644,Vase 346,Home & Kitchen,Decor,Philips,S068,26070,32980
P1645,Shoe Rack 525,Furniture,Storage,Godrej,S061,47856,61850
P1646,Men's Shirt 697,Apparel,Menswear,Zara,S006,42475,52100
P1647,Kids Shorts 437,Apparel,Kidswear,Nike,S088,8549,9910
P1648,Sports Shoes 732,Sports,Footwear,Cosco,S096,48090,65260
P1649,Rubik's Cube 981,Toys,Puzzles,Lego,S098,33040,42310
P1650,Stapler 469,Stationery,Office Supplies,Classmate,S099,36278,46240
P1651,Three Seater Sofa 365,Furniture,Sofa,Urban Ladder,S093,12058,14770
P1652,Belt 461,Electronics,Accessories,Dell,S074,50820,66640
P1653,Watch 853,Electronics,Accessories,LG,S006,55903,71630
P1654,Microwave 260,Home & Kitchen,Appliances,Bajaj,S047,24419,31550
P1655,Recliner Sofa 975,Furniture,Sofa,Urban Ladder,S025,5594,7410
P1656,Cabinet 472,Furniture,Storage,Durian,S022,50933,58670
P1657,Gel Pen 856,Stationery,Writing,Classmate,S084,53249,75740
P1658,File Folder 807,Stationery,Office Supplies,Camlin,S082,30413,35620
P1659,Sticky Pad 804,Stationery,Paper,Reynolds,S053,34769,44690
P1660,Men's T-Shirt 917,Apparel,Menswear,Nike,S074,13421,16270
P1661,Vase 266,Home & Kitchen,Decor,Milton,S013,4095,5350
P1662,Mop 633,Home & Kitchen,Cleaning,Pigeon,S023,56651,69910
P1663,Bar Stool 189,Furniture,Chair,Godrej,S087,29003,40840
P1664,Curtains 369,Home & Kitchen,Decor,Milton,S046,16534,20980
P1665,Mixer Grinder 136,Home & Kitchen,Appliances,Philips,S055,41609,55820
P1666,Milk 713,Groceries,Dairy,ITC,S047,1620,1980
P1667,File Folder 646,Stationery,Office Supplies,Faber-Castell,S021,4842,5600
P1668,Cap 765,Sports,Accessories,Puma,S083,14598,18560
P1669,Non-Stick Pan 258,Home & Kitchen,Cookware,Pigeon,S076,27066,35480
P1670,Watch 398,Sports,Accessories,Yonex,S069,22032,28370
P1671,A4 Sheets 708,Stationery,Paper,Reynolds,S036,11281,16230
P1672,Bookshelf 843,Home & Kitchen,Storage,Pigeon,S065,21113,28760
P1673,Wallet 896,Apparel,Accessories,Levis,S096,20067,29070
P1674,Ball Pen 166,Stationery,Writing,Classmate,S065,31503,39020
P1675,Watch 461,Sports,Accessories,Puma,S050,33786,46850
P1676,Monopoly 109,Toys,Board Games,Mattel,S028,52993,69770
P1677,Sofa Cum Bed 835,Furniture,Sofa,Nilkamal,S053,48416,64560
P1678,Frozen Paratha 210,Groceries,Frozen,Tata,S038,17575,25410
P1679,Carrom Board 839,Toys,Board Games,Hasbro,S062,54164,72920
P1680,Microwave 240,Home & Kitchen,Appliances,Philips,S005,31270,44390
P1681,Learning Kit 113,Toys,Educational,Lego,S020,11301,15460
P1682,Keyboard 890,Electronics,Computer,Asus,S079,20441,24290
P1683,Phone Case 494,Electronics,Mobile,LG,S039,44518,60540
P1684,Ring Binder 482,Stationery,Files,Classmate,S044,49315,63880
P1685,Kids Jacket 681,Apparel,Kidswear,Levis,S055,22478,32050
P1686,Vase 347,Home & Kitchen,Decor,Prestige,S044,9498,13220
P1687,Biscuits 721,Groceries,Snacks,Tata,S076,11553,13650
P1688,Cheese 485,Groceries,Dairy,Amul,S025,6255,7440
P1689,Backpack 345,Toys,Outdoor,Hasbro,S076,41939,49110
P1690,Belt 454,Electronics,Accessories,Asus,S021,30204,39200
P1691,Sticky Pad 105,Stationery,Paper,Classmate,S038,27098,31820
P1692,Backpack 371,Toys,Outdoor,Mattel,S059,40329,55130
P1693,Wallet 631,Sports,Accessories,Nivia,S089,49728,65430
P1694,Cheese 223,Groceries,Dairy,Nestle,S024,47741,66870
P1695,Three Seater Sofa 206,Furniture,Sofa,Nilkamal,S059,8271,10210
P1696,Tent 689,Sports,Outdoor,Nivia,S007,35398,46220
P1697,Cold Drink 484,Groceries,Beverages,Nestle,S008,52956,62770
P1698,Cabinet 222,Furniture,Storage,Nilkamal,S077,46442,65730
P1699,Men's Jeans 772,Apparel,Menswear,Adidas,S072,19798,23810
P1700,Learning Kit 797,Toys,Educational,Lego,S038,23592,27860
P1701,Wallet 131,Apparel,Accessories,Nike,S063,53417,64720
P1702,Double Bed 281,Furniture,Bed,Durian,S039,2020,2810
P1703,Backpack 432,Sports,Outdoor,Cosco,S028,31548,37280
P1704,Three Seater Sofa 757,Furniture,Sofa,Ikea,S044,7010,9350
P1705,Puzzle Set 166,Toys,Educational,Hasbro,S032,53680,73750
P1706,Stapler 824,Stationery,Office Supplies,Reynolds,S082,2371,3260
P1707,Backpack 387,Toys,Outdoor,Lego,S042,1452,1750
P1708,Robot Toy 212,Toys,Action Figures,Mattel,S033,19770,23100
P1709,Double Bed 876,Furniture,Bed,Ikea,S054,12049,15480
P1710,Sofa Cum Bed 177,Furniture,Sofa,Ikea,S076,29754,36020
P1711,Men's Jacket 216,Apparel,Menswear,Zara,S028,18009,24490
P1712,Coffee 953,Groceries,Beverages,Britannia,S094,21411,26910
P1713,Jigsaw Puzzle 567,Toys,Puzzles,Hot Wheels,S047,33917,43580
P1714,Cricket Bat 516,Sports,Team Sports,Puma,S067,33657,39850
P1715,Hockey Stick 717,Sports,Team Sports,Cosco,S096,56099,74070
P1716,Carrom Board 666,Toys,Board Games,Funskool,S044,28862,34800
P1717,Hockey Stick 651,Sports,Team Sports,Nike,S020,33875,45860
P1718,Pulses 120,Groceries,Staples,Parle,S075,40692,47660
P1719,Yogurt 596,Groceries,Dairy,Parle,S001,10495,15140
P1720,Pressure Cooker 350,Home & Kitchen,Cookware,Pigeon,S046,40034,54260
P1721,Action Camera 826,Electronics,Camera,Lenovo,S098,51721,62300
P1722,Formal Shoes 554,Sports,Footwear,Puma,S042,19117,22070
P1723,Yoga Mat 211,Sports,Fitness,Puma,S069,10741,13430
P1724,Backpack 896,Sports,Outdoor,Adidas,S053,20805,24880
P1725,Broom 355,Home & Kitchen,Cleaning,Philips,S022,16538,20100
P1726,Sticky Pad 344,Stationery,Paper,Camlin,S032,35129,49600
P1727,Puzzle Set 941,Toys,Educational,Lego,S053,51830,68980
P1728,Kadai 796,Home & Kitchen,Cookware,Prestige,S011,35806,43070
P1729,Butter 872,Groceries,Dairy,Nestle,S042,7574,9970
P1730,Headphones 695,Electronics,Audio,Apple,S042,18916,23200
P1731,Ring Binder 918,Stationery,Files,Camlin,S084,41374,59700
P1732,Monopoly 203,Toys,Board Games,Lego,S013,19852,23020
P1733,Sunglasses 639,Sports,Accessories,Nike,S085,35204,48220
P1734,File Folder 363,Stationery,Office Supplies,Faber-Castell,S042,41657,57570
P1735,Drawing Book 458,Stationery,Art Supplies,Parker,S066,19783,23150
P1736,Gel Pen 313,Stationery,Writing,Faber-Castell,S056,38862,46700
P1737,Photo Frame 284,Home & Kitchen,Decor,Prestige,S030,23917,30260
P1738,Printer 497,Electronics,Computer,Lenovo,S094,8146,11490
P1739,Microphone 925,Electronics,Audio,Lenovo,S023,22362,29320
P1740,Office Desk 671,Furniture,Table,Nilkamal,S004,26490,35670
P1741,Tea 414,Groceries,Beverages,ITC,S076,193,270
P1742,Exercise Bike 489,Sports,Fitness,Nike,S063,53567,74910
P1743,Butter 576,Groceries,Dairy,Britannia,S090,31697,40980
P1744,Sunglasses 319,Electronics,Accessories,Lenovo,S046,2226,2900
P1745,Gaming Chair 568,Furniture,Chair,Godrej,S002,52086,71120
P1746,Chess Set 725,Toys,Board Games,Funskool,S003,51317,63070
P1747,Action Set 318,Toys,Action Figures,Hasbro,S044,772,1090
P1748,Frozen Paratha 625,Groceries,Frozen,Amul,S025,9832,11370
P1749,Sketch Pens 736,Stationery,Art Supplies,Camlin,S093,21859,26420
P1750,Wallet 566,Sports,Accessories,Puma,S012,30459,42340
P1751,Action Set 362,Toys,Action Figures,Mattel,S089,43559,54540
P1752,Building Blocks 598,Toys,Educational,Lego,S022,25488,30460
P1753,Football 813,Sports,Team Sports,Puma,S012,36722,44290
P1754,Wheat Flour 299,Groceries,Staples,Amul,S028,657,860
P1755,Wallet 616,Sports,Accessories,Cosco,S015,39529,55490
P1756,Wallet 711,Apparel,Accessories,Levis,S041,54928,64330
P1757,Belt 389,Apparel,Accessories,Zara,S034,31596,36620
P1758,Detergent 448,Home & Kitchen,Cleaning,Bajaj,S053,27322,35230
P1759,Toaster 899,Home & Kitchen,Appliances,Prestige,S054,17862,25670
P1760,Vase 426,Home & Kitchen,Decor,Milton,S001,57258,70640
P1761,Energy Drink 637,Groceries,Beverages,Tata,S013,2040,2930
P1762,Butter 234,Groceries,Dairy,Parle,S017,17240,24420
P1763,Power Bank 932,Electronics,Mobile,Samsung,S020,8365,10330
P1764,Frying Pan 636,Home & Kitchen,Cookware,Prestige,S010,51983,72520
