Return_ID,Order_ID,Product_ID,Return_Date,Return_Quantity,Return_Reason,Refund_Amount
R11837,SO35677,P1525,28-Feb-2025,4,Not Required,99520
R11838,SO30234,P1133,07-Aug-2025,1,Quality Issue,72920
R11839,SO62336,P1436,11-Jul-2025,5,Quality Issue,5100
R11840,SO67291,P1003,03-Sep-2025,17,Quality Issue,751400
R11841,SO52774,P1556,10-Oct-2025,13,Late Delivery,584870
R11842,SO52845,P1282,10-Feb-2025,7,Defective,178780
R11843,SO25727,P1365,24-Jun-2025,8,Quality Issue,561440
R11844,SO38889,P1089,18-Nov-2025,5,Defective,161700
R11845,SO41448,P1310,02-Jul-2025,3,Late Delivery,46710
R11846,SO11307,P1748,02-Jun-2025,6,Not Required,68220
R11847,SO39041,P1801,19-May-2025,2,Late Delivery,131980
R11848,SO29420,P1201,13-May-2025,2,Defective,159340
R11849,SO38669,P1224,11-Mar-2025,7,Size Issue,137480
R11850,SO66460,P1511,28-Jan-2025,13,Defective,265070
R11851,SO30477,P1347,21-Nov-2025,1,Quality Issue,45980
R11852,SO21408,P1431,13-Jan-2025,8,Quality Issue,535840
R11853,SO34030,P1272,29-Mar-2025,1,Quality Issue,65700
R11854,SO67814,P1408,12-Jul-2025,3,Quality Issue,165390
R11855,SO45247,P1094,19-Jul-2025,5,Quality Issue,162800
R11856,SO55259,P1150,22-Jun-2025,2,Defective,146840
R11857,SO14154,P1090,22-Oct-2025,9,Damaged,501120
R11858,SO47673,P1025,09-Sep-2025,4,Late Delivery,152760
R11859,SO14389,P1959,13-Jun-2025,5,Wrong Item,102850
R11860,SO62449,P1864,22-Aug-2025,6,Quality Issue,289980
R11861,SO24895,P1500,24-Dec-2025,5,Wrong Item,170850
R11862,SO26197,P1854,30-Nov-2025,1,Damaged,6090
R11863,SO50888,P1087,14-Feb-2025,4,Size Issue,135480
R11864,SO12234,P1169,10-Jan-2026,4,Not Required,248600
R11865,SO23540,P1827,18-Feb-2025,2,Wrong Item,75500
R11866,SO59346,P1683,16-Dec-2025,14,Not Required,847560
R11867,SO27853,P1318,29-Mar-2025,11,Not Required,746020
R11868,SO32575,P1929,01-Sep-2025,3,Defective,160680
R11869,SO29057,P1731,10-Jun-2025,3,Quality Issue,179100
R11870,SO28517,P1566,17-Feb-2025,7,Wrong Item,160860
R11871,SO32621,P1918,18-Aug-2025,3,Late Delivery,4410
R11872,SO64019,P1432,21-Jul-2025,1,Damaged,59510
R11873,SO67802,P1475,23-Sep-2025,12,Damaged,204600
R11874,SO15114,P1091,31-Oct-2025,10,Defective,176300
R11875,SO12129,P1393,16-Dec-2025,1,Late Delivery,20150
R11876,SO30990,P1858,20-Jul-2025,1,Late Delivery,69000
R11877,SO53671,P1231,17-Dec-2025,3,Not Required,122520
R11878,SO33946,P1924,14-Feb-2025,2,Not Required,115480
R11879,SO23546,P1140,26-Feb-2025,3,Quality Issue,105870
R11880,SO12839,P1671,03-Apr-2025,8,Size Issue,129840
R11881,SO57618,P1922,23-Sep-2025,1,Not Required,32630
R11882,SO44136,P1053,14-Feb-2025,1,Damaged,29320
R11883,SO69619,P1541,28-Mar-2025,5,Quality Issue,361100
R11884,SO19767,P1444,12-May-2025,4,Damaged,259680
R11885,SO51308,P1536,15-May-2025,1,Not Required,58090
R11886,SO14711,P1241,29-Dec-2025,4,Quality Issue,189640
R11887,SO25195,P1487,19-Jul-2025,4,Size Issue,229640
R11888,SO51671,P1250,24-Dec-2025,1,Wrong Item,13870
R11889,SO61715,P1086,23-Aug-2025,10,Wrong Item,638000
R11890,SO58224,P1237,05-Apr-2025,8,Late Delivery,477680
R11891,SO45665,P1293,04-Jun-2025,10,Late Delivery,24100
R11892,SO12489,P1562,06-Sep-2025,14,Wrong Item,760200
R11893,SO21987,P1489,19-Jul-2025,5,Quality Issue,57650
R11894,SO19833,P1677,05-Feb-2025,5,Wrong Item,322800
R11895,SO17695,P1217,04-Jul-2025,3,Late Delivery,108300
R11896,SO12878,P1036,06-Feb-2025,5,Not Required,38450
R11897,SO53526,P1923,17-Jul-2025,5,Quality Issue,188800
R11898,SO35143,P1698,18-Dec-2025,6,Late Delivery,394380
R11899,SO10168,P1212,09-Dec-2025,7,Quality Issue,391300
R11900,SO23498,P1376,23-Jan-2025,4,Wrong Item,264160
R11901,SO59515,P1425,23-Dec-2025,4,Quality Issue,282360
R11902,SO20202,P1520,10-Apr-2025,13,Defective,46670
R11903,SO40068,P1144,01-Sep-2025,14,Wrong Item,974120
R11904,SO15291,P1951,06-Nov-2025,9,Size Issue,522090
R11905,SO41712,P1968,24-Nov-2025,3,Size Issue,136650
R11906,SO33420,P1064,11-Nov-2025,5,Late Delivery,23600
R11907,SO38482,P1808,01-Jul-2025,9,Damaged,613980
R11908,SO44509,P1997,04-Nov-2025,6,Not Required,158580
R11909,SO23405,P1356,31-Jan-2025,5,Quality Issue,133200
R11910,SO40019,P1170,05-May-2025,1,Defective,60410
R11911,SO52060,P1484,09-Jan-2025,6,Defective,247440
R11912,SO18861,P1484,12-Aug-2025,4,Defective,164960
R11913,SO69450,P1023,07-Jul-2025,1,Damaged,22570
R11914,SO25209,P1006,03-Aug-2025,4,Quality Issue,77760
R11915,SO31525,P1654,31-Jan-2025,1,Late Delivery,31550
R11916,SO34899,P1954,22-Nov-2025,5,Damaged,334400
R11917,SO67164,P1866,23-Sep-2025,5,Defective,350150
R11918,SO39928,P1481,30-Mar-2025,5,Defective,232150
R11919,SO17914,P1285,18-Oct-2025,14,Damaged,512400
R11920,SO36163,P1993,12-Mar-2025,6,Size Issue,120840
R11921,SO51043,P1104,29-Dec-2025,3,Wrong Item,21510
R11922,SO19644,P1859,29-Nov-2025,7,Quality Issue,233170
R11923,SO16198,P1672,05-Oct-2025,1,Size Issue,28760
R11924,SO33222,P1630,04-Feb-2025,1,Wrong Item,24960
R11925,SO62251,P1736,21-May-2025,2,Defective,93400
R11926,SO11951,P1488,27-Jun-2025,3,Defective,69780
R11927,SO33900,P1963,27-Oct-2025,1,Defective,25510
R11928,SO37052,P1297,24-May-2025,4,Size Issue,47960
R11929,SO11303,P1965,15-Nov-2025,12,Quality Issue,70920
R11930,SO17184,P1617,21-Jul-2025,1,Damaged,37550
R11931,SO15046,P1601,25-Oct-2025,1,Wrong Item,10130
R11932,SO67567,P1490,09-Jun-2025,6,Not Required,60300
R11933,SO40406,P1797,02-Dec-2025,4,Late Delivery,23800
R11934,SO22865,P1815,09-Oct-2025,2,Wrong Item,51040
R11935,SO37498,P1752,01-Jan-2026,6,Size Issue,182760
R11936,SO16671,P1472,16-Sep-2025,3,Wrong Item,28620
R11937,SO66839,P1841,11-Oct-2025,3,Defective,60720
R11938,SO69570,P1805,12-Jul-2025,1,Defective,30510
R11939,SO33779,P1842,14-Oct-2025,2,Defective,122660
R11940,SO42991,P1890,24-Aug-2025,8,Quality Issue,558880
R11941,SO21758,P1198,27-May-2025,17,Late Delivery,306680
R11942,SO19992,P1133,06-Aug-2025,9,Quality Issue,656280
R11943,SO68903,P1350,01-Sep-2025,2,Damaged,100520
R11944,SO69715,P1930,06-May-2025,1,Not Required,52260
R11945,SO31340,P1005,07-Oct-2025,2,Not Required,76660
R11946,SO19483,P1951,13-Oct-2025,5,Quality Issue,290050
R11947,SO12627,P1737,24-Aug-2025,4,Damaged,121040
R11948,SO31308,P1235,04-Nov-2025,8,Defective,439360
R11949,SO66702,P1568,30-Nov-2025,4,Defective,30960
R11950,SO25166,P1617,26-Jul-2025,5,Not Required,187750
R11951,SO69956,P1867,02-Jun-2025,19,Damaged,661010
R11952,SO31519,P1095,10-Nov-2025,2,Quality Issue,44000
R11953,SO48643,P1063,31-Jan-2025,2,Damaged,64560
R11954,SO21482,P1903,03-Mar-2025,2,Size Issue,112740
R11955,SO38368,P1360,02-Dec-2025,6,Wrong Item,214620
R11956,SO32696,P1692,26-Jan-2025,6,Damaged,330780
R11957,SO42696,P1469,10-Mar-2025,7,Quality Issue,276640
R11958,SO57431,P1482,23-Apr-2025,13,Size Issue,898560
R11959,SO27653,P1541,29-May-2025,2,Damaged,144440
R11960,SO17038,P1200,21-Dec-2025,15,Size Issue,196350
R11961,SO29013,P1070,26-Mar-2025,2,Quality Issue,146860
R11962,SO15602,P1383,12-May-2025,2,Quality Issue,99500
R11963,SO17104,P1320,15-Nov-2025,11,Defective,289410
R11964,SO13153,P1972,26-Nov-2025,1,Late Delivery,55510
R11965,SO26178,P1571,10-Oct-2025,7,Wrong Item,446530
R11966,SO49125,P1510,18-Feb-2025,12,Quality Issue,36600
R11967,SO60818,P1806,28-Jun-2025,3,Not Required,111990
R11968,SO23261,P1265,20-Dec-2025,14,Late Delivery,529760
R11969,SO62958,P1027,24-Oct-2025,4,Late Delivery,127520
R11970,SO39193,P1152,16-Feb-2025,5,Damaged,330050
R11971,SO66955,P1478,21-May-2025,2,Late Delivery,50880
R11972,SO68919,P1636,16-Feb-2025,7,Size Issue,49770
R11973,SO40363,P1924,18-May-2025,1,Size Issue,57740
R11974,SO62841,P1714,15-Aug-2025,7,Size Issue,278950
R11975,SO55031,P1416,30-Oct-2025,2,Late Delivery,9440
R11976,SO68141,P1853,12-Feb-2025,8,Damaged,438160
R11977,SO65771,P1243,27-Jul-2025,14,Late Delivery,1085560
R11978,SO18247,P1817,28-Jan-2025,4,Size Issue,300560
R11979,SO23436,P1182,23-Mar-2025,2,Defective,126120
R11980,SO69405,P1530,06-Mar-2025,8,Not Required,231440
R11981,SO59834,P1079,31-Jan-2025,1,Wrong Item,47580
R11982,SO48814,P1677,17-Jul-2025,8,Size Issue,516480
R11983,SO19543,P1632,28-Apr-2025,2,Not Required,10400
R11984,SO16349,P1400,13-Apr-2025,7,Damaged,472640
R11985,SO47330,P1261,07-Sep-2025,1,Quality Issue,10870
R11986,SO30081,P1043,11-Feb-2025,1,Quality Issue,29820
R11987,SO24287,P1193,19-Feb-2025,5,Size Issue,93850
R11988,SO69009,P1902,10-Nov-2025,1,Damaged,57060
R11989,SO37509,P1615,14-Jan-2025,4,Not Required,68440
R11990,SO29772,P1740,16-Jun-2025,2,Damaged,71340
R11991,SO19072,P1664,09-Jul-2025,1,Size Issue,20980
R11992,SO62181,P1378,30-Jul-2025,17,Late Delivery,210970
R11993,SO26336,P1986,02-Dec-2025,16,Defective,1014240
R11994,SO12091,P1546,04-Feb-2025,10,Quality Issue,473000
R11995,SO15217,P1852,27-Aug-2025,7,Late Delivery,260120
R11996,SO54849,P1415,05-Jan-2026,7,Size Issue,124740
R11997,SO30777,P1200,13-Feb-2025,4,Late Delivery,52360
R11998,SO28313,P1262,21-Apr-2025,9,Wrong Item,288000
R11999,SO38534,P1775,01-Oct-2025,3,Damaged,205080
R12000,SO68262,P1114,06-Oct-2025,7,Not Required,367640
R12001,SO43229,P1862,17-Mar-2025,5,Damaged,221650
R12002,SO24831,P1274,09-Dec-2025,3,Wrong Item,211770
R12003,SO69817,P1025,16-Jun-2025,5,Quality Issue,190950
R12004,SO36092,P1435,09-Jul-2025,6,Size Issue,285840
R12005,SO16537,P1320,01-Apr-2025,5,Wrong Item,131550
R12006,SO37558,P1559,20-Jul-2025,1,Not Required,72620
R12007,SO17446,P1626,06-Jun-2025,15,Late Delivery,588000
R12008,SO40103,P1108,30-Oct-2025,8,Not Required,460000
R12009,SO32560,P1814,15-Jan-2025,2,Wrong Item,86480
R12010,SO40940,P1125,06-Apr-2025,5,Damaged,56500
R12011,SO22425,P1817,23-Oct-2025,2,Late Delivery,150280
R12012,SO46072,P1051,21-Nov-2025,4,Wrong Item,140480
R12013,SO47146,P1458,24-Sep-2025,4,Quality Issue,223160
R12014,SO31598,P1825,07-Sep-2025,5,Wrong Item,196250
R12015,SO14748,P1042,28-May-2025,6,Late Delivery,186180
R12016,SO49730,P1461,10-Oct-2025,7,Damaged,88200
R12017,SO12276,P1625,09-Oct-2025,6,Damaged,277080
R12018,SO18526,P1772,05-Mar-2025,2,Defective,106400
R12019,SO28654,P1175,06-Aug-2025,1,Wrong Item,38700
R12020,SO57972,P1306,13-Sep-2025,1,Defective,25460
R12021,SO18818,P1014,09-Feb-2025,10,Damaged,510500
R12022,SO35749,P1725,24-Jan-2025,4,Size Issue,80400
R12023,SO35763,P1241,22-Jul-2025,7,Not Required,331870
R12024,SO60245,P1811,07-Nov-2025,7,Damaged,447930
R12025,SO20959,P1795,30-Dec-2025,2,Size Issue,122000
R12026,SO57940,P1336,22-Mar-2025,11,Quality Issue,160160
R12027,SO51677,P1686,02-Oct-2025,6,Damaged,79320
R12028,SO15936,P1030,23-Jun-2025,4,Size Issue,86800
R12029,SO62211,P1509,30-Apr-2025,6,Damaged,291240
R12030,SO51717,P1667,07-Mar-2025,1,Damaged,5600
R12031,SO16675,P1587,07-Jul-2025,10,Defective,429700
R12032,SO59466,P1907,16-Oct-2025,2,Wrong Item,5280
R12033,SO39491,P1109,06-Sep-2025,12,Defective,529320
R12034,SO35916,P1757,08-Jun-2025,7,Damaged,256340
R12035,SO22232,P1519,18-Jul-2025,1,Late Delivery,13800
R12036,SO23157,P1762,16-Apr-2025,1,Defective,24420
R12037,SO63456,P1859,04-Nov-2025,10,Not Required,333100
R12038,SO22963,P1575,16-Oct-2025,4,Not Required,38200
R12039,SO12915,P1526,22-Jul-2025,3,Wrong Item,18720
R12040,SO27899,P1046,27-Jul-2025,1,Damaged,36780
R12041,SO40833,P1175,25-Jul-2025,1,Quality Issue,38700
R12042,SO42078,P1434,05-Jan-2026,1,Wrong Item,24750
R12043,SO69756,P1533,03-Jan-2026,2,Quality Issue,80500
R12044,SO12855,P1110,30-Oct-2025,1,Quality Issue,44930
R12045,SO64566,P1979,08-Mar-2025,3,Damaged,155520
R12046,SO19987,P1821,19-Oct-2025,5,Defective,330800
R12047,SO54283,P1058,12-Jun-2025,3,Size Issue,154890
R12048,SO38693,P1034,12-May-2025,1,Damaged,68230
R12049,SO44359,P1464,06-Sep-2025,7,Damaged,58380
R12050,SO16551,P1986,01-Jan-2026,6,Defective,380340
R12051,SO34511,P1556,27-Apr-2025,4,Defective,179960
R12052,SO68989,P1207,12-May-2025,1,Size Issue,52950
R12053,SO43302,P1827,13-Feb-2025,3,Damaged,113250
R12054,SO19662,P1932,27-Jan-2025,1,Quality Issue,67610
R12055,SO38184,P1617,06-Dec-2025,8,Damaged,300400
R12056,SO16639,P1426,29-Nov-2025,2,Not Required,125080
R12057,SO30067,P1687,20-Mar-2025,7,Defective,95550
R12058,SO25958,P1473,10-Aug-2025,6,Late Delivery,211200
R12059,SO32503,P1014,05-Jun-2025,10,Late Delivery,510500
R12060,SO13987,P1419,25-Dec-2025,2,Damaged,158720
R12061,SO36474,P1928,17-Dec-2025,2,Defective,41280
R12062,SO11323,P1377,22-May-2025,13,Late Delivery,130000
R12063,SO57746,P1829,23-Nov-2025,5,Size Issue,199200
R12064,SO10620,P1222,12-Dec-2025,1,Not Required,23670
R12065,SO53756,P1207,18-Sep-2025,13,Defective,688350
R12066,SO16815,P1834,01-Jan-2026,8,Not Required,384800
R12067,SO34819,P1338,21-Sep-2025,1,Damaged,5400
R12068,SO10844,P1930,22-Apr-2025,4,Damaged,209040
R12069,SO19026,P1424,15-Nov-2025,1,Late Delivery,60060
R12070,SO13509,P1725,05-Oct-2025,5,Wrong Item,100500
R12071,SO39973,P1236,20-Mar-2025,10,Wrong Item,583000
R12072,SO50867,P1271,20-Feb-2025,2,Not Required,87020
R12073,SO36295,P1793,18-Aug-2025,5,Quality Issue,299450
R12074,SO27256,P1938,30-Jul-2025,1,Late Delivery,22780
R12075,SO24432,P1477,06-Apr-2025,7,Defective,119210
R12076,SO52530,P1412,24-Nov-2025,1,Defective,32350
R12077,SO59808,P1175,12-Dec-2025,1,Damaged,38700
R12078,SO34729,P1522,26-Sep-2025,13,Late Delivery,75400
R12079,SO30292,P1174,11-Apr-2025,12,Damaged,185880
R12080,SO51413,P1294,03-Nov-2025,11,Damaged,580470
R12081,SO50396,P1815,12-Dec-2025,9,Defective,229680
R12082,SO43413,P1031,18-May-2025,1,Size Issue,61240
R12083,SO47048,P1452,25-Apr-2025,9,Wrong Item,627300
R12084,SO26508,P1362,20-Aug-2025,4,Wrong Item,260520
R12085,SO53301,P1108,18-Jun-2025,1,Not Required,57500
R12086,SO65100,P1923,29-Jun-2025,13,Damaged,490880
R12087,SO19453,P1929,25-Aug-2025,8,Damaged,428480
R12088,SO35286,P1571,22-Dec-2025,2,Quality Issue,127580
R12089,SO41503,P1402,04-Dec-2025,6,Defective,382020
R12090,SO44896,P1309,16-Oct-2025,4,Wrong Item,136120
R12091,SO63740,P1667,01-Sep-2025,3,Size Issue,16800
R12092,SO69202,P1119,06-Mar-2025,1,Quality Issue,37740
R12093,SO30929,P1338,07-Oct-2025,2,Size Issue,10800
R12094,SO12699,P1091,23-Mar-2025,1,Defective,17630
R12095,SO59191,P1667,24-Aug-2025,11,Quality Issue,61600
R12096,SO66625,P1810,03-Feb-2025,1,Size Issue,70500
R12097,SO54805,P1983,18-Jul-2025,1,Not Required,82620
R12098,SO19681,P1167,29-Jun-2025,9,Damaged,198630
R12099,SO53667,P1291,06-May-2025,3,Size Issue,88950
R12100,SO20705,P1944,30-Sep-2025,4,Wrong Item,152920
R12101,SO55050,P1064,31-Aug-2025,4,Size Issue,18880
R12102,SO36615,P1934,04-Jul-2025,4,Quality Issue,187720
R12103,SO31274,P1642,03-Oct-2025,16,Late Delivery,16640
R12104,SO18572,P1184,19-Nov-2025,2,Defective,142480
R12105,SO16729,P1816,14-Nov-2025,14,Defective,283220
R12106,SO54354,P1802,19-Sep-2025,6,Size Issue,34200
R12107,SO27805,P1447,16-Dec-2025,2,Not Required,42100
R12108,SO14964,P1706,05-Oct-2025,10,Wrong Item,32600
R12109,SO22617,P1774,10-Oct-2025,1,Damaged,46430
R12110,SO44787,P1239,06-Apr-2025,4,Wrong Item,332480
R12111,SO57205,P1064,15-Dec-2025,9,Not Required,42480
R12112,SO34602,P1056,29-Nov-2025,1,Damaged,71690
R12113,SO67685,P1686,23-Nov-2025,12,Quality Issue,158640
R12114,SO24600,P1770,29-May-2025,12,Not Required,201600
R12115,SO26399,P1825,11-May-2025,3,Size Issue,117750
R12116,SO45194,P1217,09-Feb-2025,9,Damaged,324900
R12117,SO64389,P1347,28-May-2025,3,Quality Issue,137940
R12118,SO65148,P1579,13-May-2025,4,Size Issue,38280
R12119,SO14177,P1988,18-Jun-2025,8,Not Required,346720
R12120,SO66681,P1860,02-Dec-2025,8,Defective,541360
R12121,SO61138,P1158,19-Oct-2025,13,Size Issue,605800
R12122,SO26521,P1020,22-Mar-2025,11,Damaged,683870
R12123,SO25396,P1706,06-Jan-2025,8,Not Required,26080
R12124,SO32147,P1433,14-Mar-2025,8,Not Required,159280
R12125,SO26809,P1708,07-Sep-2025,3,Defective,69300
R12126,SO64521,P1427,28-Apr-2025,2,Not Required,153420
R12127,SO59545,P1589,23-Mar-2025,1,Damaged,16780
R12128,SO10015,P1737,26-Mar-2025,1,Late Delivery,30260
R12129,SO37841,P1844,17-Oct-2025,1,Size Issue,25100
R12130,SO18489,P1613,13-Jan-2025,2,Not Required,152860
R12131,SO54773,P1034,28-Dec-2025,2,Not Required,136460
R12132,SO25804,P1637,22-Aug-2025,1,Wrong Item,7620
R12133,SO12844,P1330,11-Aug-2025,1,Damaged,48230
R12134,SO68080,P1715,29-Oct-2025,1,Late Delivery,74070
R12135,SO69772,P1374,25-Jan-2025,3,Not Required,155250
R12136,SO63083,P1432,18-Mar-2025,2,Late Delivery,119020
R12137,SO43548,P1231,13-Jul-2025,2,Quality Issue,81680
R12138,SO35777,P1911,31-May-2025,7,Wrong Item,336210
R12139,SO22442,P1561,15-Dec-2025,1,Defective,54920
R12140,SO36341,P1652,20-Dec-2025,5,Not Required,333200
R12141,SO42832,P1007,28-Nov-2025,1,Not Required,21930
R12142,SO62946,P1200,24-Dec-2025,6,Damaged,78540
R12143,SO45239,P1008,16-Sep-2025,1,Not Required,62340
R12144,SO27655,P1846,27-Feb-2025,2,Wrong Item,113520
R12145,SO62215,P1152,29-May-2025,2,Quality Issue,132020
R12146,SO26921,P1283,18-Sep-2025,1,Defective,51090
R12147,SO39171,P1513,17-Feb-2025,6,Quality Issue,45540
R12148,SO56292,P1267,03-Sep-2025,2,Quality Issue,108320
R12149,SO43950,P1758,11-Aug-2025,7,Quality Issue,246610
R12150,SO53949,P1153,02-May-2025,4,Wrong Item,196280
R12151,SO65472,P1680,03-Jun-2025,10,Damaged,443900
R12152,SO24589,P1631,22-Jan-2025,1,Size Issue,39920
R12153,SO18928,P1997,24-Jun-2025,4,Not Required,105720
R12154,SO32908,P1554,22-Jul-2025,1,Damaged,37300
R12155,SO44342,P1979,01-Oct-2025,7,Damaged,362880
R12156,SO33904,P1041,06-Feb-2025,3,Late Delivery,101730
R12157,SO19744,P1858,25-Jul-2025,12,Size Issue,828000
R12158,SO24965,P1463,26-May-2025,8,Not Required,155600
R12159,SO10931,P1839,11-Dec-2025,18,Wrong Item,92160
R12160,SO39266,P1735,14-Jul-2025,5,Wrong Item,115750
R12161,SO54536,P1126,02-Apr-2025,1,Late Delivery,19390
R12162,SO11741,P1630,12-Jun-2025,4,Quality Issue,99840
R12163,SO68042,P1670,24-Aug-2025,7,Late Delivery,198590
R12164,SO66454,P1741,13-Mar-2025,3,Defective,810
R12165,SO30548,P1668,12-Nov-2025,4,Not Required,74240
R12166,SO39084,P1221,08-Oct-2025,3,Damaged,68070
R12167,SO43656,P1191,24-Jan-2025,6,Late Delivery,377220
R12168,SO37196,P1158,03-May-2025,7,Late Delivery,326200
R12169,SO41148,P1202,17-Nov-2025,7,Size Issue,489720
R12170,SO33612,P1120,22-Jul-2025,5,Not Required,116800
R12171,SO56446,P1314,20-Mar-2025,4,Quality Issue,19920
R12172,SO65525,P1233,10-Dec-2025,6,Not Required,72420
R12173,SO22112,P1238,25-Dec-2025,3,Wrong Item,66750
R12174,SO21561,P1965,17-Jun-2025,9,Not Required,53190
R12175,SO16762,P1294,26-Oct-2025,4,Damaged,211080
R12176,SO24840,P1704,17-May-2025,1,Defective,9350
R12177,SO23656,P1554,08-Jan-2026,11,Quality Issue,410300
R12178,SO67179,P1818,17-Apr-2025,1,Quality Issue,42120
R12179,SO55389,P1646,14-Apr-2025,7,Size Issue,364700
R12180,SO64228,P1938,30-Jun-2025,3,Wrong Item,68340
R12181,SO48419,P1545,01-May-2025,3,Defective,40530
R12182,SO48520,P1568,21-Aug-2025,1,Late Delivery,7740
R12183,SO27470,P1357,06-Feb-2025,1,Defective,58270
R12184,SO50151,P1358,22-Oct-2025,2,Damaged,800
R12185,SO44915,P1562,26-Aug-2025,3,Late Delivery,162900
R12186,SO44389,P1126,24-Apr-2025,1,Quality Issue,19390
R12187,SO40562,P1463,30-Mar-2025,6,Size Issue,116700
R12188,SO25636,P1890,27-Jun-2025,4,Size Issue,279440
R12189,SO51257,P1141,10-Sep-2025,4,Defective,93880
R12190,SO27790,P1341,24-Nov-2025,6,Defective,145260
R12191,SO66807,P1020,21-Jan-2025,9,Late Delivery,559530
R12192,SO48675,P1646,03-May-2025,1,Late Delivery,52100
R12193,SO29936,P1247,14-Aug-2025,2,Late Delivery,116280
R12194,SO51955,P1283,19-Dec-2025,2,Not Required,102180
R12195,SO15836,P1019,07-Jun-2025,18,Size Issue,1075320
R12196,SO60044,P1999,12-Apr-2025,5,Late Delivery,175850
R12197,SO28151,P1015,14-Feb-2025,14,Quality Issue,640080
R12198,SO16066,P1673,06-Oct-2025,18,Defective,523260
R12199,SO10849,P1462,17-Nov-2025,14,Quality Issue,439180
R12200,SO58267,P1350,05-Nov-2025,1,Late Delivery,50260
R12201,SO56090,P1891,15-May-2025,7,Not Required,75880
R12202,SO45696,P1551,19-Jan-2025,4,Size Issue,191280
R12203,SO10655,P1684,19-Sep-2025,4,Quality Issue,255520
R12204,SO62558,P1894,24-Jan-2025,3,Late Delivery,164580
R12205,SO17773,P1548,05-Apr-2025,7,Wrong Item,366730
R12206,SO43491,P1912,10-May-2025,5,Not Required,273650
R12207,SO18884,P1182,13-Feb-2025,8,Late Delivery,504480
R12208,SO66206,P1899,03-Aug-2025,5,Damaged,336900
R12209,SO37398,P1213,27-Mar-2025,12,Late Delivery,604560
R12210,SO15360,P1654,01-May-2025,8,Defective,252400
R12211,SO61174,P1751,04-Mar-2025,10,Quality Issue,545400
R12212,SO54172,P1808,04-Oct-2025,7,Damaged,477540
R12213,SO46405,P1379,15-Dec-2025,2,Wrong Item,79880
R12214,SO66050,P1556,11-Dec-2025,4,Not Required,179960
R12215,SO27095,P1495,25-Feb-2025,6,Size Issue,124080
R12216,SO22493,P1826,17-Feb-2025,1,Quality Issue,40370
R12217,SO30348,P1075,20-Mar-2025,3,Wrong Item,204540
R12218,SO21048,P1253,18-Mar-2025,11,Quality Issue,234080
R12219,SO51312,P1591,12-Sep-2025,7,Size Issue,5390
R12220,SO17995,P1365,18-Apr-2025,4,Not Required,280720
R12221,SO68799,P1595,06-Feb-2025,6,Late Delivery,418740
R12222,SO42536,P1259,27-Feb-2025,4,Size Issue,251360
R12223,SO46194,P1278,04-Oct-2025,15,Wrong Item,820650
R12224,SO24977,P1691,23-Apr-2025,1,Damaged,31820
R12225,SO62066,P1237,05-Jan-2026,6,Size Issue,358260
R12226,SO58034,P1407,21-Dec-2025,8,Size Issue,496320
R12227,SO39643,P1925,05-Oct-2025,15,Quality Issue,417300
R12228,SO51233,P1028,17-Apr-2025,4,Defective,200480
R12229,SO68118,P1644,04-Mar-2025,1,Wrong Item,32980
R12230,SO42941,P1049,29-Nov-2025,12,Damaged,149880
R12231,SO38537,P1122,23-Mar-2025,13,Late Delivery,575380
R12232,SO25670,P1930,23-Aug-2025,4,Wrong Item,209040
R12233,SO24760,P1200,08-Feb-2025,5,Wrong Item,65450
R12234,SO46468,P1860,17-Aug-2025,2,Defective,135340
R12235,SO32374,P1904,17-Jan-2025,2,Wrong Item,82720
R12236,SO19343,P1370,23-Apr-2025,2,Damaged,9060
R12237,SO17314,P1978,15-Aug-2025,4,Wrong Item,61360
R12238,SO59730,P1646,27-Sep-2025,14,Defective,729400
R12239,SO65967,P1999,17-Jul-2025,3,Defective,105510
R12240,SO35978,P1439,19-May-2025,1,Not Required,5900
R12241,SO62012,P1820,07-Dec-2025,1,Not Required,7730
R12242,SO58292,P1483,12-Jun-2025,1,Damaged,75190
R12243,SO50085,P1611,19-Sep-2025,15,Quality Issue,377100
R12244,SO41029,P1877,14-Feb-2025,10,Not Required,361700
R12245,SO69847,P1296,09-Mar-2025,2,Quality Issue,114980
R12246,SO32549,P1495,29-Jun-2025,7,Wrong Item,144760
R12247,SO16039,P1128,18-Sep-2025,12,Damaged,859320
R12248,SO45561,P1193,06-Nov-2025,5,Quality Issue,93850
R12249,SO58443,P1786,23-Dec-2025,5,Late Delivery,349750
R12250,SO38035,P1914,05-Jul-2025,7,Quality Issue,470680
R12251,SO21841,P1990,05-Nov-2025,10,Quality Issue,102100
R12252,SO44144,P1395,09-Jun-2025,9,Quality Issue,446400
R12253,SO31599,P1503,29-Sep-2025,3,Defective,129600
R12254,SO35051,P1681,03-May-2025,3,Wrong Item,46380
R12255,SO47620,P1531,23-Apr-2025,15,Not Required,75750
R12256,SO19415,P1260,03-Jun-2025,5,Defective,339700
R12257,SO21603,P1701,25-Aug-2025,1,Size Issue,64720
R12258,SO54671,P1175,01-Jul-2025,7,Not Required,270900
R12259,SO39293,P1425,09-Mar-2025,1,Late Delivery,70590
R12260,SO49928,P1116,02-Feb-2025,1,Late Delivery,12420
R12261,SO24193,P1556,05-Apr-2025,2,Defective,89980
R12262,SO51963,P1222,03-Oct-2025,2,Size Issue,47340
